UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
P32383, 583, 867, 0.0174, nan, 6, nan, , 3.271, , 2.0, 0, 8.0, 8.0, 3.0, 12.0, 4.0, 8.0, 13.0, 7.0, 3.0, 10.0, 6.0, 6.0, 8.0, 12.0, 7.0, 3.0, 1.0, 4.0
P32387, 60, 257, 0.2276, 0.01322, 30, nan, mitochondrion, 3.388, , 7.0, 0, 6.0, 14.0, 7.0, 10.0, 3.0, 7.0, 14.0, 10.0, 2.0, 9.0, 12.0, 5.0, 14.0, 4.0, 8.0, 5.0, 2.0, 6.0
P32388, 7, 128, 0.1642, 0.000112, 6, nan, mitochondrion, 2.691, , 0, 0, 6.0, 7.0, 2.0, 3.0, 2.0, 2.0, 10.0, 2.0, 2.0, 3.0, 3.0, 2.0, 5.0, 2.0, 2.0, 3.0, 0, 0
P32419, 2, 336, 0.1398, 3e-06, 6, False, peroxisome, 2.673, , 3.0, 0, 9.0, 13.0, 2.0, 24.0, 4.0, 1.0, 20.0, 4.0, 2.0, 11.0, 7.0, 6.0, 6.0, 13.0, 4.0, 3.0, 0, 0
P32447, 3, 153, 0.4278, 2.5e-05, 78, True, nucleus, 3.258, , 3.0, 0, 7.0, 10.0, 1.0, 6.0, 1.0, 0, 6.0, 6.0, 0, 4.0, 5.0, 1.0, 5.0, 8.0, 2.0, 6.0, 0, 1.0
P32449, 37, 364, 0.6486, 0.000521, 90, False, , 2.983, , 10.0, 0, 8.0, 10.0, 1.0, 27.0, 3.0, 4.0, 14.0, 2.0, 1.0, 11.0, 2.0, 8.0, 7.0, 3.0, 9.0, 3.0, 0, 2.0
P32451, 49, 366, 0.2042, 3.2e-05, 30, nan, mitochondrion, 2.423, , 6.0, 0, 13.0, 13.0, 1.0, 19.0, 3.0, 0, 25.0, 2.0, 2.0, 0, 4.0, 6.0, 4.0, 9.0, 8.0, 0, 0, 0
P32452, 6, 331, 0.3683, 0.001222, 66, nan, cytoplasm, 2.782, , 7.0, 3.0, 17.0, 14.0, 1.0, 10.0, 3.0, 3.0, 9.0, 5.0, 0, 13.0, 10.0, 7.0, 7.0, 12.0, 7.0, 2.0, 1.0, 3.0
P32453, 120, 313, 0.2856, 4.2e-05, 54, False, mitochondrion, 2.89, , 6.0, 1.0, 8.0, 7.0, 3.0, 8.0, 2.0, 0, 10.0, 3.0, 1.0, 5.0, 6.0, 12.0, 4.0, 6.0, 3.0, 4.0, 0, 0
P32454, 99, 946, 0.3673, 0.000293, 66, False, periplasm; cytoplasm; mitochondrion, 2.564, , 12.0, 1.0, 29.0, 29.0, 1.0, 36.0, 4.0, 4.0, 44.0, 3.0, 1.0, 18.0, 11.0, 6.0, 3.0, 27.0, 9.0, 4.0, 0, 2.0
P32459, 9, 183, 0.5529, 0.239138, 90, nan, , 3.307, , 3.0, 0, 2.0, 11.0, 2.0, 10.0, 0, 2.0, 7.0, 6.0, 1.0, 5.0, 4.0, 7.0, 4.0, 7.0, 6.0, 3.0, 1.0, 0
P32460, 3, 240, 0.4472, 0.001031, 90, nan, , 2.518, , 3.0, 0, 11.0, 10.0, 1.0, 10.0, 1.0, 0, 15.0, 3.0, 0, 7.0, 4.0, 8.0, 4.0, 5.0, 5.0, 5.0, 0, 1.0
P32461, 29, 474, 0.2878, 1.5e-05, 54, False, cytoplasm, 3.032, , 17.0, 1.0, 23.0, 20.0, 4.0, 19.0, 8.0, 2.0, 12.0, 7.0, 2.0, 9.0, 9.0, 13.0, 9.0, 14.0, 16.0, 5.0, 1.0, 4.0
P32464, 8, 349, 0.2068, 5e-06, 30, nan, , 2.651, , 6.0, 0, 14.0, 14.0, 6.0, 8.0, 2.0, 2.0, 23.0, 5.0, 0, 8.0, 8.0, 9.0, 9.0, 14.0, 9.0, 3.0, 0, 1.0
P32469, 1, 284, 0.5841, 0.006779, 90, True, cytoplasm, 2.791, , 7.0, 0, 9.0, 22.0, 1.0, 15.0, 2.0, 3.0, 12.0, 5.0, 2.0, 6.0, 4.0, 4.0, 8.0, 10.0, 5.0, 1.0, 1.0, 4.0
P32473, 39, 362, 0.2047, 8.2e-05, 30, False, mitochondrion matrix, 3.178, , 5.0, 0, 11.0, 17.0, 3.0, 21.0, 1.0, 2.0, 10.0, 5.0, 3.0, 1.0, 9.0, 4.0, 3.0, 5.0, 5.0, 2.0, 1.0, 6.0
P32474, 27, 499, 0.2962, 0.000428, 54, True, endoplasmic reticulum lumen, 2.727, , 8.0, 0, 22.0, 32.0, 1.0, 18.0, 6.0, 6.0, 19.0, 8.0, 3.0, 15.0, 13.0, 10.0, 10.0, 12.0, 14.0, 5.0, 2.0, 2.0
P32477, 9, 667, 0.4057, 1.5e-05, 78, True, , 2.569, , 8.0, 1.0, 22.0, 20.0, 2.0, 23.0, 6.0, 1.0, 27.0, 5.0, 1.0, 15.0, 11.0, 6.0, 5.0, 13.0, 8.0, 4.0, 0, 3.0
P32478, 310, 409, 0.1907, 0.000995, 18, nan, secreted; cell wall, 4.119, , 5.0, 1.0, 4.0, 3.0, 1.0, 12.0, 2.0, 4.0, 3.0, 3.0, 1.0, 2.0, 4.0, 2.0, 0, 5.0, 3.0, 2.0, 0, 2.0
P32479, 4, 292, 0.2736, 0.003167, 54, nan, nucleus; chromosome; centromere; chromosome, 3.147, , 3.0, 0, 11.0, 15.0, 2.0, 11.0, 5.0, 5.0, 10.0, 7.0, 2.0, 3.0, 10.0, 5.0, 12.0, 9.0, 6.0, 7.0, 0, 1.0
P32479, 323, 421, 0.2736, 0.003167, 54, nan, nucleus; chromosome; centromere; chromosome, 3.552, , 2.0, 0, 8.0, 5.0, 2.0, 4.0, 0, 4.0, 5.0, 6.0, 1.0, 5.0, 5.0, 2.0, 3.0, 7.0, 3.0, 2.0, 0, 2.0
P32479, 651, 830, 0.2736, 0.003167, 54, nan, nucleus; chromosome; centromere; chromosome, 3.182, , 0, 2.0, 7.0, 5.0, 2.0, 15.0, 1.0, 5.0, 10.0, 4.0, 0, 8.0, 6.0, 3.0, 8.0, 6.0, 1.0, 4.0, 0, 0
P32480, 1, 368, 0.2289, 0.000165, 30, nan, nucleus; chromosome, 2.79, , 3.0, 0, 12.0, 6.0, 0, 17.0, 2.0, 3.0, 22.0, 7.0, 2.0, 16.0, 7.0, 12.0, 6.0, 9.0, 14.0, 5.0, 0, 1.0
P32480, 489, 870, 0.2289, 0.000165, 30, nan, nucleus; chromosome, 2.858, , 9.0, 0, 17.0, 16.0, 5.0, 20.0, 0, 5.0, 17.0, 6.0, 3.0, 16.0, 7.0, 11.0, 17.0, 17.0, 14.0, 3.0, 1.0, 1.0
P32481, 64, 517, 0.2573, 3.2e-05, 42, False, cytoplasm; cytosol, 2.93, , 9.0, 1.0, 16.0, 19.0, 3.0, 30.0, 1.0, 5.0, 27.0, 9.0, 2.0, 7.0, 11.0, 9.0, 15.0, 6.0, 6.0, 5.0, 0, 1.0
P32485, 16, 362, 0.4476, 1.9e-05, 90, True, nucleus; cytoplasm, 3.17, , 7.0, 1.0, 21.0, 7.0, 1.0, 13.0, 5.0, 4.0, 12.0, 4.0, 3.0, 6.0, 16.0, 9.0, 3.0, 8.0, 14.0, 7.0, 0, 0
P32490, 202, 505, 0.1304, 0.008571, 6, nan, , 2.641, , 4.0, 0, 8.0, 15.0, 4.0, 18.0, 1.0, 2.0, 12.0, 3.0, 2.0, 11.0, 6.0, 7.0, 10.0, 11.0, 6.0, 0, 1.0, 3.0
P32491, 191, 498, 0.1209, 0.003015, 6, nan, , 2.689, , 3.0, 0, 9.0, 15.0, 4.0, 22.0, 2.0, 3.0, 17.0, 3.0, 2.0, 5.0, 5.0, 9.0, 8.0, 9.0, 8.0, 0, 1.0, 1.0
P32492, 7, 608, 0.1719, 0.004054, 18, nan, bud, 2.814, , 9.0, 0, 26.0, 45.0, 8.0, 27.0, 8.0, 7.0, 21.0, 9.0, 3.0, 22.0, 12.0, 14.0, 14.0, 26.0, 13.0, 8.0, 1.0, 5.0
P32492, 638, 800, 0.1719, 0.004054, 18, nan, bud, 3.796, , 9.0, 3.0, 6.0, 7.0, 3.0, 7.0, 1.0, 8.0, 10.0, 10.0, 3.0, 8.0, 4.0, 4.0, 7.0, 10.0, 4.0, 0, 1.0, 6.0
P32492, 1093, 1465, 0.1719, 0.004054, 18, nan, bud, 3.018, , 11.0, 2.0, 12.0, 21.0, 1.0, 14.0, 1.0, 7.0, 24.0, 10.0, 3.0, 20.0, 6.0, 3.0, 6.0, 15.0, 9.0, 1.0, 0, 2.0
P32493, 24, 507, 0.1743, 0.010885, 18, nan, mitochondrion, 2.814, , 9.0, 1.0, 12.0, 15.0, 4.0, 13.0, 8.0, 5.0, 30.0, 6.0, 3.0, 22.0, 8.0, 7.0, 15.0, 15.0, 15.0, 8.0, 0, 4.0
P32494, 298, 401, 0.2328, 9.6e-05, 42, nan, nucleus, 3.926, , 4.0, 1.0, 11.0, 5.0, 6.0, 3.0, 0, 4.0, 11.0, 11.0, 1.0, 5.0, 8.0, 1.0, 0, 8.0, 2.0, 2.0, 1.0, 3.0
P32495, 27, 152, 0.1535, 0.002646, 6, False, nucleus; nucleolus, 2.23, , 3.0, 0, 5.0, 7.0, 1.0, 8.0, 0, 0, 20.0, 1.0, 0, 2.0, 5.0, 1.0, 2.0, 5.0, 0, 1.0, 0, 0
P32496, 7, 251, 0.3053, 1.9e-05, 54, False, , 2.719, , 4.0, 0, 14.0, 15.0, 2.0, 4.0, 3.0, 8.0, 14.0, 3.0, 4.0, 19.0, 4.0, 7.0, 2.0, 12.0, 3.0, 1.0, 0, 3.0
P32497, 116, 216, 0.2906, 2e-05, 54, False, cytoplasm, 1.993, , 3.0, 0, 8.0, 4.0, 1.0, 1.0, 0, 0, 8.0, 2.0, 0, 9.0, 0, 8.0, 5.0, 4.0, 1.0, 1.0, 1.0, 0
P32497, 254, 777, 0.2906, 2e-05, 54, False, cytoplasm, 2.708, , 11.0, 0, 27.0, 23.0, 5.0, 8.0, 5.0, 5.0, 22.0, 10.0, 1.0, 17.0, 7.0, 12.0, 15.0, 24.0, 12.0, 4.0, 0, 4.0
P32501, 26, 432, 0.2895, 6e-05, 54, True, cytoplasm; cytosol, 2.494, , 1.0, 0, 21.0, 12.0, 2.0, 16.0, 4.0, 4.0, 18.0, 3.0, 3.0, 15.0, 7.0, 7.0, 7.0, 15.0, 5.0, 2.0, 2.0, 3.0
P32501, 545, 700, 0.2895, 6e-05, 54, True, cytoplasm; cytosol, 2.24, , 2.0, 0, 11.0, 12.0, 1.0, 3.0, 2.0, 0, 8.0, 2.0, 2.0, 5.0, 1.0, 3.0, 4.0, 3.0, 6.0, 1.0, 1.0, 1.0
P32502, 150, 376, 0.2939, 0.000406, 54, True, cytoplasm; cytosol, 2.865, , 3.0, 0, 11.0, 10.0, 4.0, 11.0, 4.0, 4.0, 10.0, 4.0, 1.0, 6.0, 3.0, 7.0, 10.0, 5.0, 1.0, 4.0, 0, 3.0
P32504, 29, 537, 0.2105, 3.5e-05, 30, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; chromosome; centromere, 2.467, , 6.0, 0, 22.0, 23.0, 2.0, 15.0, 8.0, 2.0, 24.0, 5.0, 0, 23.0, 15.0, 8.0, 10.0, 17.0, 19.0, 6.0, 0, 1.0
P32504, 855, 953, 0.2105, 3.5e-05, 30, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; chromosome; centromere, 2.897, , 4.0, 0, 5.0, 5.0, 2.0, 3.0, 3.0, 2.0, 8.0, 3.0, 0, 7.0, 1.0, 3.0, 4.0, 6.0, 1.0, 2.0, 0, 3.0
P32505, 355, 472, 0.2233, 5.5e-05, 30, True, cytoplasm; nucleus, 3.276, , 4.0, 0, 6.0, 7.0, 3.0, 4.0, 3.0, 6.0, 12.0, 3.0, 2.0, 6.0, 6.0, 1.0, 7.0, 4.0, 4.0, 4.0, 1.0, 2.0
P32523, 151, 498, 0.2162, 2.2e-05, 30, False, nucleus, 2.766, , 9.0, 2.0, 16.0, 15.0, 0, 17.0, 0, 2.0, 16.0, 2.0, 0, 7.0, 9.0, 6.0, 4.0, 7.0, 11.0, 3.0, 0, 0
P32524, 8, 180, 0.1661, 0.000182, 18, nan, nucleus, 2.61, , 3.0, 1.0, 14.0, 16.0, 4.0, 5.0, 2.0, 4.0, 17.0, 4.0, 1.0, 7.0, 4.0, 5.0, 11.0, 11.0, 9.0, 2.0, 1.0, 4.0
P32525, 4, 361, 0.1459, 5.9e-05, 6, False, cytoplasm, 2.907, , 7.0, 0, 14.0, 13.0, 6.0, 6.0, 4.0, 2.0, 18.0, 10.0, 4.0, 14.0, 6.0, 12.0, 9.0, 9.0, 1.0, 5.0, 0, 3.0
P32526, 15, 399, 0.1624, 0.026039, 6, nan, nucleus; cytoplasm; cytoskeleton, 2.656, , 4.0, 0, 21.0, 25.0, 3.0, 4.0, 5.0, 8.0, 21.0, 9.0, 0, 16.0, 7.0, 12.0, 11.0, 16.0, 18.0, 4.0, 0, 5.0
P32527, 36, 299, 0.3008, 0.000122, 54, False, cytoplasm, 2.611, , 11.0, 0, 18.0, 23.0, 1.0, 7.0, 3.0, 0, 23.0, 5.0, 1.0, 7.0, 6.0, 4.0, 11.0, 10.0, 10.0, 8.0, 1.0, 1.0
P32558, 6, 446, 0.2697, 7.8e-05, 54, False, nucleus; chromosome, 2.326, , 8.0, 0, 18.0, 19.0, 1.0, 13.0, 1.0, 0, 26.0, 2.0, 0, 16.0, 10.0, 8.0, 3.0, 14.0, 6.0, 4.0, 0, 3.0
P32558, 496, 762, 0.2697, 7.8e-05, 54, False, nucleus; chromosome, 2.724, , 7.0, 1.0, 14.0, 18.0, 4.0, 12.0, 1.0, 3.0, 23.0, 11.0, 0, 9.0, 6.0, 9.0, 19.0, 11.0, 6.0, 4.0, 1.0, 2.0
P32558, 792, 1019, 0.2697, 7.8e-05, 54, False, nucleus; chromosome, 3.053, , 11.0, 0, 26.0, 30.0, 7.0, 11.0, 0, 4.0, 6.0, 6.0, 1.0, 7.0, 5.0, 7.0, 5.0, 13.0, 9.0, 4.0, 1.0, 4.0
P32561, 19, 422, 0.2249, 0.000536, 30, True, nucleus; cytoplasm, 2.913, , 11.0, 0, 16.0, 17.0, 2.0, 34.0, 1.0, 0, 12.0, 2.0, 2.0, 9.0, 6.0, 4.0, 10.0, 6.0, 8.0, 5.0, 0, 6.0
P32562, 81, 387, 0.1551, 0.000228, 6, nan, , 3.11, , 5.0, 2.0, 15.0, 16.0, 2.0, 16.0, 3.0, 6.0, 13.0, 5.0, 3.0, 4.0, 5.0, 4.0, 11.0, 19.0, 4.0, 4.0, 0, 2.0
P32562, 444, 698, 0.1551, 0.000228, 6, nan, , 2.75, , 9.0, 0, 9.0, 16.0, 1.0, 11.0, 3.0, 3.0, 16.0, 4.0, 1.0, 6.0, 3.0, 3.0, 11.0, 8.0, 5.0, 3.0, 0, 3.0
P32565, 9, 777, 0.346, 7.2e-05, 66, False, , 2.77, , 12.0, 1.0, 33.0, 29.0, 3.0, 31.0, 4.0, 5.0, 31.0, 12.0, 1.0, 17.0, 11.0, 15.0, 9.0, 28.0, 15.0, 3.0, 0, 3.0
P32566, 89, 183, 0.2292, 2e-06, 30, False, nucleus, 3.575, , 5.0, 0, 5.0, 5.0, 3.0, 4.0, 3.0, 0, 2.0, 4.0, 3.0, 5.0, 4.0, 3.0, 1.0, 4.0, 3.0, 2.0, 2.0, 1.0
P32566, 220, 500, 0.2292, 2e-06, 30, False, nucleus, 3.005, , 15.0, 0, 21.0, 37.0, 2.0, 12.0, 4.0, 7.0, 24.0, 9.0, 1.0, 15.0, 11.0, 15.0, 6.0, 17.0, 10.0, 13.0, 2.0, 5.0
P32569, 304, 566, 0.2887, 0.000662, 54, False, nucleus, 3.326, , 3.0, 0, 15.0, 12.0, 2.0, 7.0, 5.0, 9.0, 14.0, 9.0, 2.0, 9.0, 3.0, 5.0, 7.0, 15.0, 2.0, 7.0, 1.0, 4.0
P32573, 5, 279, 0.18, 0.002414, 18, nan, peroxisome, 2.881, , 9.0, 0, 5.0, 10.0, 2.0, 28.0, 2.0, 0, 20.0, 4.0, 0, 7.0, 5.0, 4.0, 6.0, 5.0, 3.0, 2.0, 0, 3.0
P32579, 18, 417, 0.3196, 0.000431, 66, nan, nucleus; cytoplasm; chromosome; telomere, 2.748, , 6.0, 1.0, 13.0, 16.0, 0, 21.0, 3.0, 3.0, 21.0, 7.0, 0, 12.0, 6.0, 2.0, 12.0, 20.0, 7.0, 3.0, 0, 2.0
P32580, 51, 710, 0.4384, 0.024754, 78, nan, mitochondrion matrix, 2.684, , 7.0, 0, 30.0, 23.0, 3.0, 29.0, 6.0, 1.0, 39.0, 11.0, 5.0, 24.0, 13.0, 11.0, 10.0, 33.0, 9.0, 8.0, 0, 6.0
P32582, 15, 501, 0.4484, 1.9e-05, 90, False, , 2.695, , 9.0, 0, 27.0, 18.0, 1.0, 28.0, 2.0, 4.0, 38.0, 10.0, 2.0, 18.0, 7.0, 3.0, 8.0, 14.0, 8.0, 4.0, 1.0, 3.0
P32585, 2, 110, 0.2589, 0.037263, 42, nan, nucleus, 3.655, , 1.0, 1.0, 7.0, 4.0, 1.0, 4.0, 1.0, 4.0, 5.0, 10.0, 1.0, 10.0, 7.0, 3.0, 4.0, 9.0, 4.0, 4.0, 1.0, 4.0
P32585, 164, 299, 0.2589, 0.037263, 42, nan, nucleus, 3.927, , 5.0, 0, 3.0, 7.0, 5.0, 11.0, 1.0, 6.0, 5.0, 4.0, 2.0, 8.0, 1.0, 4.0, 4.0, 15.0, 5.0, 5.0, 0, 4.0
P32588, 75, 236, 0.2455, 4.5e-05, 42, True, cytoplasm; stress granule; nucleus; cytoplasm; p-body; cytoplasm, 2.519, , 2.0, 0, 9.0, 4.0, 1.0, 9.0, 2.0, 2.0, 8.0, 1.0, 0, 14.0, 3.0, 11.0, 2.0, 7.0, 4.0, 3.0, 2.0, 0
P32589, 3, 646, 0.4258, 0.001013, 78, False, cytoplasm, 2.546, , 17.0, 1.0, 28.0, 46.0, 3.0, 26.0, 3.0, 2.0, 34.0, 5.0, 1.0, 17.0, 19.0, 10.0, 8.0, 10.0, 22.0, 5.0, 0, 2.0
P32590, 3, 498, 0.4589, 8.7e-05, 90, True, , 2.455, , 4.0, 0, 17.0, 17.0, 2.0, 23.0, 2.0, 1.0, 29.0, 2.0, 0, 14.0, 13.0, 4.0, 9.0, 13.0, 18.0, 4.0, 0, 2.0
P32590, 528, 646, 0.4589, 8.7e-05, 90, True, , 3.294, , 10.0, 0, 11.0, 12.0, 1.0, 4.0, 0, 2.0, 8.0, 7.0, 1.0, 7.0, 1.0, 1.0, 4.0, 2.0, 5.0, 3.0, 0, 2.0
P32591, 654, 769, 0.2167, 0.000882, 30, True, nucleus, 3.751, , 4.0, 0, 3.0, 14.0, 5.0, 2.0, 3.0, 9.0, 9.0, 15.0, 3.0, 13.0, 0, 6.0, 7.0, 10.0, 3.0, 2.0, 0, 1.0
P32597, 400, 1090, 0.2152, 0.000428, 30, nan, nucleus, 2.654, , 15.0, 0, 33.0, 40.0, 2.0, 32.0, 5.0, 8.0, 37.0, 10.0, 4.0, 19.0, 9.0, 15.0, 25.0, 14.0, 18.0, 9.0, 0, 3.0
P32597, 1251, 1353, 0.2152, 0.000428, 30, nan, nucleus, 2.538, , 0, 0, 5.0, 11.0, 1.0, 2.0, 0, 1.0, 8.0, 2.0, 0, 1.0, 3.0, 1.0, 2.0, 3.0, 3.0, 2.0, 1.0, 1.0
P32598, 11, 294, 0.3367, 3.6e-05, 66, False, nucleus; cytoplasm, 2.439, , 0, 1.0, 14.0, 15.0, 1.0, 13.0, 0, 5.0, 11.0, 1.0, 1.0, 4.0, 5.0, 3.0, 11.0, 7.0, 0, 2.0, 0, 2.0
P32599, 113, 637, 0.2218, 1e-05, 30, False, , 2.723, , 9.0, 0, 22.0, 23.0, 4.0, 29.0, 3.0, 2.0, 25.0, 7.0, 1.0, 9.0, 12.0, 12.0, 9.0, 14.0, 15.0, 3.0, 0, 0
P32601, 3, 138, 1.1467, nan, 90, nan, , 2.667, , 3.0, 0, 11.0, 9.0, 0, 5.0, 1.0, 2.0, 3.0, 0, 1.0, 5.0, 3.0, 3.0, 4.0, 6.0, 4.0, 3.0, 1.0, 0
P32604, 12, 442, 0.3474, 1.6e-05, 66, nan, , 2.331, , 4.0, 0, 13.0, 24.0, 2.0, 15.0, 2.0, 3.0, 26.0, 3.0, 0, 12.0, 11.0, 10.0, 7.0, 9.0, 4.0, 4.0, 0, 2.0
P32605, 1, 293, 0.2147, 0.000407, 30, nan, nucleus, 2.421, , 7.0, 0, 5.0, 17.0, 1.0, 8.0, 2.0, 3.0, 31.0, 7.0, 3.0, 13.0, 8.0, 13.0, 20.0, 15.0, 11.0, 3.0, 0, 0
P32606, 150, 732, 0.1365, 0.00484, 6, nan, mitochondrion, 2.285, , 2.0, 0, 23.0, 26.0, 3.0, 16.0, 6.0, 5.0, 33.0, 6.0, 1.0, 26.0, 9.0, 9.0, 13.0, 28.0, 7.0, 2.0, 0, 5.0
P32608, 12, 505, 0.306, 0.000228, 54, True, , 2.802, , 7.0, 1.0, 17.0, 26.0, 1.0, 32.0, 5.0, 2.0, 20.0, 7.0, 0, 6.0, 7.0, 9.0, 9.0, 11.0, 7.0, 6.0, 1.0, 5.0
P32611, 74, 344, 0.318, 0.002375, 66, nan, mitochondrion, 3.165, , 5.0, 1.0, 4.0, 8.0, 0, 27.0, 4.0, 7.0, 18.0, 4.0, 0, 6.0, 7.0, 8.0, 20.0, 6.0, 6.0, 11.0, 2.0, 4.0
P32613, 3, 145, 0.3684, 0.00324, 66, nan, golgi apparatus; trans-golgi network, 3.149, , 4.0, 1.0, 7.0, 12.0, 1.0, 4.0, 1.0, 2.0, 8.0, 6.0, 1.0, 3.0, 2.0, 3.0, 3.0, 7.0, 1.0, 2.0, 0, 0
P32614, 5, 468, 0.5786, 0.000991, 90, True, cytoplasm, 2.649, , 3.0, 1.0, 10.0, 19.0, 4.0, 32.0, 2.0, 1.0, 27.0, 3.0, 1.0, 12.0, 6.0, 8.0, 5.0, 14.0, 9.0, 3.0, 0, 0
P32618, 402, 688, 0.2567, 0.000146, 42, nan, , 3.557, , 20.0, 0, 15.0, 14.0, 5.0, 7.0, 6.0, 11.0, 14.0, 28.0, 6.0, 41.0, 12.0, 17.0, 7.0, 41.0, 18.0, 3.0, 3.0, 8.0
P32626, 7, 223, 0.3581, 0.000629, 66, False, nucleus; cytoplasm, 2.655, , 8.0, 0, 11.0, 6.0, 0, 11.0, 3.0, 2.0, 12.0, 1.0, 0, 6.0, 7.0, 10.0, 4.0, 10.0, 5.0, 2.0, 0, 1.0
P32634, 4, 287, 0.1921, 4e-06, 18, nan, cytoplasm, 3.352, , 5.0, 1.0, 8.0, 14.0, 2.0, 10.0, 2.0, 8.0, 10.0, 10.0, 2.0, 16.0, 11.0, 7.0, 5.0, 15.0, 9.0, 3.0, 0, 4.0
P32634, 345, 482, 0.1921, 4e-06, 18, nan, cytoplasm, 3.814, , 3.0, 1.0, 2.0, 2.0, 2.0, 7.0, 4.0, 5.0, 3.0, 5.0, 2.0, 6.0, 6.0, 5.0, 3.0, 12.0, 4.0, 2.0, 1.0, 4.0
P32634, 1107, 1234, 0.1921, 4e-06, 18, nan, cytoplasm, 3.651, , 6.0, 0, 3.0, 9.0, 1.0, 4.0, 0, 7.0, 9.0, 8.0, 0, 4.0, 4.0, 5.0, 5.0, 8.0, 4.0, 2.0, 0, 6.0
P32639, 268, 392, 0.2377, 0.000645, 42, False, nucleus, 2.771, , 2.0, 0, 6.0, 13.0, 3.0, 3.0, 1.0, 3.0, 10.0, 1.0, 0, 6.0, 2.0, 2.0, 3.0, 8.0, 4.0, 3.0, 0, 2.0
P32641, 65, 585, 0.2493, 0.000386, 42, nan, nucleus, 2.589, , 4.0, 5.0, 17.0, 28.0, 5.0, 21.0, 8.0, 5.0, 32.0, 8.0, 4.0, 33.0, 11.0, 13.0, 12.0, 22.0, 9.0, 3.0, 0, 12.0
P32642, 5, 108, 0.328, 9.2e-05, 66, nan, , 2.81, , 6.0, 0, 6.0, 9.0, 0, 1.0, 0, 2.0, 5.0, 1.0, 0, 3.0, 2.0, 5.0, 1.0, 4.0, 5.0, 1.0, 1.0, 0
P32642, 145, 238, 0.328, 9.2e-05, 66, nan, , 2.461, , 2.0, 0, 3.0, 8.0, 2.0, 7.0, 0, 0, 4.0, 1.0, 0, 3.0, 3.0, 4.0, 5.0, 2.0, 1.0, 1.0, 0, 0
P32643, 3, 294, 0.4708, 9.6e-05, 90, nan, cytoplasm, 2.276, , 3.0, 1.0, 15.0, 15.0, 1.0, 10.0, 3.0, 2.0, 22.0, 1.0, 0, 2.0, 8.0, 9.0, 5.0, 10.0, 3.0, 3.0, 0, 1.0
P32644, 3, 149, 0.1696, 0.000381, 18, nan, cytoplasm, 2.039, , 3.0, 3.0, 6.0, 14.0, 0, 6.0, 0, 0, 11.0, 0, 0, 4.0, 1.0, 5.0, 8.0, 9.0, 3.0, 0, 0, 1.0
P32644, 455, 1114, 0.1696, 0.000381, 18, nan, cytoplasm, 2.431, , 6.0, 0, 17.0, 22.0, 5.0, 27.0, 3.0, 3.0, 34.0, 6.0, 1.0, 19.0, 13.0, 18.0, 18.0, 16.0, 10.0, 4.0, 0, 2.0
P32656, 8, 228, 0.457, 0.000289, 90, True, nucleus; cytoplasm, 2.918, , 8.0, 0, 3.0, 16.0, 0, 12.0, 3.0, 1.0, 4.0, 3.0, 0, 5.0, 9.0, 6.0, 4.0, 3.0, 6.0, 2.0, 0, 3.0
P32657, 179, 894, 0.1735, 1e-06, 18, True, nucleus, 2.518, , 13.0, 0, 34.0, 39.0, 4.0, 33.0, 5.0, 3.0, 37.0, 9.0, 3.0, 24.0, 8.0, 12.0, 22.0, 17.0, 19.0, 7.0, 0, 5.0
P32657, 1014, 1211, 0.1735, 1e-06, 18, True, nucleus, 2.486, , 7.0, 1.0, 9.0, 16.0, 3.0, 8.0, 2.0, 0, 22.0, 3.0, 0, 10.0, 4.0, 3.0, 4.0, 8.0, 6.0, 2.0, 1.0, 2.0
P32657, 1369, 1462, 0.1735, 1e-06, 18, True, nucleus, 2.347, , 4.0, 0, 4.0, 4.0, 0, 4.0, 1.0, 0, 11.0, 1.0, 1.0, 2.0, 2.0, 0, 7.0, 6.0, 5.0, 0, 0, 1.0
P32769, 142, 606, 0.3232, 3.5e-05, 66, True, cytoplasm, 2.598, , 3.0, 1.0, 19.0, 18.0, 4.0, 27.0, 5.0, 4.0, 20.0, 3.0, 1.0, 14.0, 8.0, 10.0, 10.0, 19.0, 9.0, 2.0, 1.0, 2.0
P32770, 1, 375, 0.1878, 0.0, 18, nan, nucleus; chromosome, 3.224, , 10.0, 4.0, 13.0, 17.0, 2.0, 12.0, 3.0, 7.0, 15.0, 4.0, 1.0, 17.0, 13.0, 11.0, 7.0, 17.0, 16.0, 10.0, 1.0, 1.0
P32771, 12, 382, 0.4055, 0.00059, 78, False, cytoplasm; mitochondrion, 3.151, , 13.0, 0, 12.0, 13.0, 2.0, 36.0, 3.0, 4.0, 23.0, 3.0, 0, 4.0, 6.0, 5.0, 3.0, 7.0, 8.0, 3.0, 1.0, 0
