chr	track	poi	end	ext_start	ext_end	value	origin
chrIV	2438	675927	675928	675852	676002	675927	Henikoff-ChEC
chrIV	2439	681578	681579	681503	681653	681578	Henikoff-ChEC
chrIV	2440	681738	681739	681663	681813	681738	Henikoff-ChEC
chrIV	2441	681852	681853	681777	681927	681852	Henikoff-ChEC
chrIV	2442	682028	682029	681953	682103	682028	Henikoff-ChEC
chrIV	2443	682060	682061	681953	682103	682028	Henikoff-ChEC
chrIV	2444	682100	682101	681953	682103	682028	Henikoff-ChEC
chrIV	2442	682028	682029	681985	682135	682060	Henikoff-ChEC
chrIV	2443	682060	682061	681985	682135	682060	Henikoff-ChEC
chrIV	2444	682100	682101	681985	682135	682060	Henikoff-ChEC
chrIV	2442	682028	682029	682025	682175	682100	Henikoff-ChEC
chrIV	2443	682060	682061	682025	682175	682100	Henikoff-ChEC
chrIV	2444	682100	682101	682025	682175	682100	Henikoff-ChEC
chrIV	2445	682274	682275	682199	682349	682274	Henikoff-ChEC
chrIV	2446	682443	682444	682368	682518	682443	Henikoff-ChEC
chrIV	2447	685800	685801	685725	685875	685800	Henikoff-ChEC
chrIV	2448	687766	687767	687691	687841	687766	Henikoff-ChEC
chrIV	2449	687946	687947	687871	688021	687946	Henikoff-ChEC
chrIV	2450	690552	690553	690477	690627	690552	Henikoff-ChEC
chrIV	2451	693136	693137	693061	693211	693136	Henikoff-ChEC
chrIV	2452	693338	693339	693263	693413	693338	SLiM-ChIP
chrIV	2453	693376	693377	693263	693413	693338	SLiM-ChIP
chrIV	2452	693338	693339	693301	693451	693376	Henikoff-ChEC
chrIV	2453	693376	693377	693301	693451	693376	Henikoff-ChEC
chrIV	2454	693906	693907	693831	693981	693906	Henikoff-ChEC
chrIV	2455	694249	694250	694174	694324	694249	Henikoff-ChEC
chrIV	2456	694304	694305	694174	694324	694249	Henikoff-ChEC
chrIV	2455	694249	694250	694229	694379	694304	SLiM-ChIP
chrIV	2456	694304	694305	694229	694379	694304	SLiM-ChIP
chrIV	2457	694354	694355	694229	694379	694304	SLiM-ChIP
chrIV	2456	694304	694305	694279	694429	694354	Henikoff-ChEC
chrIV	2457	694354	694355	694279	694429	694354	Henikoff-ChEC
chrIV	2458	694538	694539	694463	694613	694538	Henikoff-ChEC
chrIV	2459	699698	699699	699623	699773	699698	Hahn-ChEC
chrIV	2460	699729	699730	699623	699773	699698	Hahn-ChEC
chrIV	2459	699698	699699	699654	699804	699729	Henikoff-ChEC
chrIV	2460	699729	699730	699654	699804	699729	Henikoff-ChEC
chrIV	2461	702756	702757	702681	702831	702756	Henikoff-ChEC
chrIV	2462	703146	703147	703071	703221	703146	Henikoff-ChEC
chrIV	2463	703355	703356	703280	703430	703355	Henikoff-ChEC
chrIV	2464	703508	703509	703433	703583	703508	Henikoff-ChEC
chrIV	2465	712940	712941	712865	713015	712940	Henikoff-ChEC
chrIV	2466	716376	716377	716301	716451	716376	Henikoff-ChEC
chrIV	2467	716555	716556	716480	716630	716555	Henikoff-ChEC
chrIV	2468	716732	716733	716657	716807	716732	Henikoff-ChEC
chrIV	2469	716756	716757	716657	716807	716732	Henikoff-ChEC
chrIV	2470	716802	716803	716657	716807	716732	Henikoff-ChEC
chrIV	2468	716732	716733	716681	716831	716756	Pugh-Chip-exo
chrIV	2469	716756	716757	716681	716831	716756	Pugh-Chip-exo
chrIV	2470	716802	716803	716681	716831	716756	Pugh-Chip-exo
chrIV	2468	716732	716733	716727	716877	716802	Henikoff-ChEC
chrIV	2469	716756	716757	716727	716877	716802	Henikoff-ChEC
chrIV	2470	716802	716803	716727	716877	716802	Henikoff-ChEC
chrIV	2471	720322	720323	720247	720397	720322	Henikoff-ChEC
chrIV	2472	720488	720489	720413	720563	720488	Henikoff-ChEC
chrIV	2473	720570	720571	720495	720645	720570	Henikoff-ChEC
chrIV	2474	721650	721651	721575	721725	721650	Henikoff-ChEC
chrIV	2475	721724	721725	721575	721725	721650	Henikoff-ChEC
chrIV	2474	721650	721651	721649	721799	721724	Henikoff-ChEC
chrIV	2475	721724	721725	721649	721799	721724	Henikoff-ChEC
chrIV	2476	721762	721763	721649	721799	721724	Henikoff-ChEC
chrIV	2475	721724	721725	721687	721837	721762	Hahn-ChEC
chrIV	2476	721762	721763	721687	721837	721762	Hahn-ChEC
chrIV	2477	721848	721849	721773	721923	721848	Henikoff-ChEC
chrIV	2478	722006	722007	721931	722081	722006	Henikoff-ChEC
chrIV	2479	722050	722051	721931	722081	722006	Henikoff-ChEC
chrIV	2478	722006	722007	721975	722125	722050	Henikoff-ChEC
chrIV	2479	722050	722051	721975	722125	722050	Henikoff-ChEC
chrIV	2480	722112	722113	721975	722125	722050	Henikoff-ChEC
chrIV	2479	722050	722051	722037	722187	722112	Henikoff-ChEC
chrIV	2480	722112	722113	722037	722187	722112	Henikoff-ChEC
chrIV	2481	722558	722559	722483	722633	722558	Henikoff-ChEC
chrIV	2482	722786	722787	722711	722861	722786	Henikoff-ChEC
chrIV	2483	727490	727491	727415	727565	727490	Henikoff-ChEC
chrIV	2484	727670	727671	727595	727745	727670	Henikoff-ChEC
chrIV	2485	727720	727721	727595	727745	727670	Henikoff-ChEC
chrIV	2484	727670	727671	727645	727795	727720	Henikoff-ChEC
chrIV	2485	727720	727721	727645	727795	727720	Henikoff-ChEC
chrIV	2486	727764	727765	727645	727795	727720	Henikoff-ChEC
chrIV	2485	727720	727721	727689	727839	727764	Henikoff-ChEC
chrIV	2486	727764	727765	727689	727839	727764	Henikoff-ChEC
chrIV	2487	728020	728021	727945	728095	728020	Henikoff-ChEC
chrIV	2488	728079	728080	727945	728095	728020	Henikoff-ChEC
chrIV	2487	728020	728021	728004	728154	728079	Henikoff-ChEC
chrIV	2488	728079	728080	728004	728154	728079	Henikoff-ChEC
chrIV	2489	730392	730393	730317	730467	730392	Henikoff-ChEC
chrIV	2490	730442	730443	730317	730467	730392	Henikoff-ChEC
chrIV	2491	730465	730466	730317	730467	730392	Henikoff-ChEC
chrIV	2489	730392	730393	730367	730517	730442	SLiM-ChIP
chrIV	2490	730442	730443	730367	730517	730442	SLiM-ChIP
chrIV	2491	730465	730466	730367	730517	730442	SLiM-ChIP
chrIV	2492	730508	730509	730367	730517	730442	SLiM-ChIP
chrIV	2489	730392	730393	730390	730540	730465	Henikoff-ChEC
chrIV	2490	730442	730443	730390	730540	730465	Henikoff-ChEC
chrIV	2491	730465	730466	730390	730540	730465	Henikoff-ChEC
chrIV	2492	730508	730509	730390	730540	730465	Henikoff-ChEC
chrIV	2490	730442	730443	730433	730583	730508	Henikoff-ChEC
chrIV	2491	730465	730466	730433	730583	730508	Henikoff-ChEC
chrIV	2492	730508	730509	730433	730583	730508	Henikoff-ChEC
chrIV	2493	734088	734089	734013	734163	734088	Henikoff-ChEC
chrIV	2494	741836	741837	741761	741911	741836	Henikoff-ChEC
chrIV	2495	742079	742080	742004	742154	742079	Henikoff-ChEC
chrIV	2496	744170	744171	744095	744245	744170	Henikoff-ChEC
chrIV	2497	746338	746339	746263	746413	746338	Henikoff-ChEC
chrIV	2498	746380	746381	746263	746413	746338	Henikoff-ChEC
chrIV	2497	746338	746339	746305	746455	746380	SLiM-ChIP
chrIV	2498	746380	746381	746305	746455	746380	SLiM-ChIP
chrIV	2497	746338	746339	746311	746461	746386	Pugh-Chip-exo
chrIV	2498	746380	746381	746311	746461	746386	Pugh-Chip-exo
chrIV	2497	746338	746339	746322	746472	746397	Henikoff-ChEC
chrIV	2498	746380	746381	746322	746472	746397	Henikoff-ChEC
chrIV	2499	746466	746467	746322	746472	746397	Henikoff-ChEC
chrIV	2499	746466	746467	746391	746541	746466	Hahn-ChEC
chrIV	2500	746546	746547	746471	746621	746546	Henikoff-ChEC
chrIV	2501	746613	746614	746471	746621	746546	Henikoff-ChEC
chrIV	2500	746546	746547	746538	746688	746613	Henikoff-ChEC
chrIV	2501	746613	746614	746538	746688	746613	Henikoff-ChEC
chrIV	2502	751142	751143	751067	751217	751142	Henikoff-ChEC
chrIV	2503	751410	751411	751335	751485	751410	Henikoff-ChEC
chrIV	2504	751516	751517	751441	751591	751516	Henikoff-ChEC
chrIV	2505	755214	755215	755139	755289	755214	Henikoff-ChEC
chrIV	2506	755253	755254	755139	755289	755214	Henikoff-ChEC
chrIV	2505	755214	755215	755178	755328	755253	Henikoff-ChEC
chrIV	2506	755253	755254	755178	755328	755253	Henikoff-ChEC
chrIV	2507	755367	755368	755292	755442	755367	Hahn-ChEC
chrIV	2508	755422	755423	755292	755442	755367	Hahn-ChEC
chrIV	2507	755367	755368	755347	755497	755422	Henikoff-ChEC
chrIV	2508	755422	755423	755347	755497	755422	Henikoff-ChEC
chrIV	2509	755470	755471	755347	755497	755422	Henikoff-ChEC
chrIV	2510	755494	755495	755347	755497	755422	Henikoff-ChEC
chrIV	2508	755422	755423	755395	755545	755470	SLiM-ChIP
chrIV	2509	755470	755471	755395	755545	755470	SLiM-ChIP
chrIV	2510	755494	755495	755395	755545	755470	SLiM-ChIP
chrIV	2508	755422	755423	755419	755569	755494	Henikoff-ChEC
chrIV	2509	755470	755471	755419	755569	755494	Henikoff-ChEC
chrIV	2510	755494	755495	755419	755569	755494	Henikoff-ChEC
chrIV	2511	765020	765021	764945	765095	765020	Henikoff-ChEC
chrIV	2512	765186	765187	765111	765261	765186	Henikoff-ChEC
chrIV	2513	765366	765367	765291	765441	765366	Henikoff-ChEC
chrIV	2514	765429	765430	765291	765441	765366	Henikoff-ChEC
chrIV	2513	765366	765367	765354	765504	765429	Hahn-ChEC
chrIV	2514	765429	765430	765354	765504	765429	Hahn-ChEC
chrIV	2515	765518	765519	765443	765593	765518	Henikoff-ChEC
chrIV	2516	765588	765589	765443	765593	765518	Henikoff-ChEC
chrIV	2515	765518	765519	765453	765603	765528	SLiM-ChIP
chrIV	2516	765588	765589	765453	765603	765528	SLiM-ChIP
chrIV	2515	765518	765519	765513	765663	765588	Henikoff-ChEC
chrIV	2516	765588	765589	765513	765663	765588	Henikoff-ChEC
chrIV	2517	768232	768233	768157	768307	768232	SLiM-ChIP
chrIV	2518	768276	768277	768157	768307	768232	SLiM-ChIP
chrIV	2517	768232	768233	768168	768318	768243	Hahn-ChEC
chrIV	2518	768276	768277	768168	768318	768243	Hahn-ChEC
chrIV	2517	768232	768233	768201	768351	768276	Henikoff-ChEC
chrIV	2518	768276	768277	768201	768351	768276	Henikoff-ChEC
chrIV	2519	768346	768347	768201	768351	768276	Henikoff-ChEC
chrIV	2518	768276	768277	768271	768421	768346	Henikoff-ChEC
chrIV	2519	768346	768347	768271	768421	768346	Henikoff-ChEC
chrIV	2520	769074	769075	768999	769149	769074	Henikoff-ChEC
chrIV	2521	769216	769217	769141	769291	769216	Henikoff-ChEC
chrIV	2522	769256	769257	769141	769291	769216	Henikoff-ChEC
chrIV	2521	769216	769217	769181	769331	769256	Henikoff-ChEC
chrIV	2522	769256	769257	769181	769331	769256	Henikoff-ChEC
chrIV	2523	769296	769297	769181	769331	769256	Henikoff-ChEC
chrIV	2522	769256	769257	769221	769371	769296	Hahn-ChEC
chrIV	2523	769296	769297	769221	769371	769296	Hahn-ChEC
chrIV	2524	769441	769442	769366	769516	769441	Henikoff-ChEC
chrIV	2525	770134	770135	770059	770209	770134	Hahn-ChEC
chrIV	2526	775690	775691	775615	775765	775690	Henikoff-ChEC
chrIV	2527	784332	784333	784257	784407	784332	Henikoff-ChEC
chrIV	2528	784380	784381	784257	784407	784332	Henikoff-ChEC
chrIV	2527	784332	784333	784305	784455	784380	Henikoff-ChEC
chrIV	2528	784380	784381	784305	784455	784380	Henikoff-ChEC
chrIV	2529	784514	784515	784439	784589	784514	Henikoff-ChEC
chrIV	2530	784707	784708	784632	784782	784707	Henikoff-ChEC
chrIV	2531	790248	790249	790173	790323	790248	Henikoff-ChEC
chrIV	2532	794098	794099	794023	794173	794098	Henikoff-ChEC
chrIV	2533	794362	794363	794287	794437	794362	SLiM-ChIP
chrIV	2533	794362	794363	794297	794447	794372	Henikoff-ChEC
chrIV	2534	794449	794450	794374	794524	794449	Henikoff-ChEC
chrIV	2535	794482	794483	794374	794524	794449	Henikoff-ChEC
chrIV	2534	794449	794450	794407	794557	794482	Henikoff-ChEC
chrIV	2535	794482	794483	794407	794557	794482	Henikoff-ChEC
chrIV	2536	795732	795733	795657	795807	795732	Henikoff-ChEC
chrIV	2537	795898	795899	795823	795973	795898	Henikoff-ChEC
chrIV	2538	802318	802319	802243	802393	802318	Henikoff-ChEC
chrIV	2539	802542	802543	802467	802617	802542	Henikoff-ChEC
chrIV	2540	802588	802589	802467	802617	802542	Henikoff-ChEC
chrIV	2539	802542	802543	802513	802663	802588	Henikoff-ChEC
chrIV	2540	802588	802589	802513	802663	802588	Henikoff-ChEC
chrIV	2541	802750	802751	802675	802825	802750	SLiM-ChIP
chrIV	2542	802790	802791	802675	802825	802750	SLiM-ChIP
chrIV	2541	802750	802751	802715	802865	802790	Henikoff-ChEC
chrIV	2542	802790	802791	802715	802865	802790	Henikoff-ChEC
chrIV	2543	802868	802869	802793	802943	802868	Henikoff-ChEC
chrIV	2544	803036	803037	802961	803111	803036	Henikoff-ChEC
chrIV	2545	806134	806135	806059	806209	806134	Henikoff-ChEC
chrIV	2546	806294	806295	806219	806369	806294	Henikoff-ChEC
chrIV	2547	806342	806343	806219	806369	806294	Henikoff-ChEC
chrIV	2546	806294	806295	806267	806417	806342	Henikoff-ChEC
chrIV	2547	806342	806343	806267	806417	806342	Henikoff-ChEC
chrIV	2548	806456	806457	806381	806531	806456	Henikoff-ChEC
chrIV	2549	806560	806561	806485	806635	806560	Henikoff-ChEC
chrIV	2550	807952	807953	807877	808027	807952	Henikoff-ChEC
chrIV	2551	808046	808047	807971	808121	808046	Pugh-Chip-exo
chrIV	2552	808076	808077	807971	808121	808046	Pugh-Chip-exo
chrIV	2551	808046	808047	808001	808151	808076	Hahn-ChEC
chrIV	2552	808076	808077	808001	808151	808076	Hahn-ChEC
chrIV	2553	808157	808158	808082	808232	808157	Henikoff-ChEC
chrIV	2554	808224	808225	808082	808232	808157	Henikoff-ChEC
chrIV	2553	808157	808158	808091	808241	808166	SLiM-ChIP
chrIV	2554	808224	808225	808091	808241	808166	SLiM-ChIP
chrIV	2553	808157	808158	808149	808299	808224	Henikoff-ChEC
chrIV	2554	808224	808225	808149	808299	808224	Henikoff-ChEC
chrIV	2555	811784	811785	811709	811859	811784	Henikoff-ChEC
chrIV	2556	811828	811829	811709	811859	811784	Henikoff-ChEC
chrIV	2555	811784	811785	811753	811903	811828	Henikoff-ChEC
chrIV	2556	811828	811829	811753	811903	811828	Henikoff-ChEC
chrIV	2557	811914	811915	811839	811989	811914	Hahn-ChEC
chrIV	2558	812064	812065	811989	812139	812064	Henikoff-ChEC
chrIV	2559	812210	812211	812135	812285	812210	Henikoff-ChEC
chrIV	2560	814272	814273	814197	814347	814272	Henikoff-ChEC
chrIV	2561	814343	814344	814197	814347	814272	Henikoff-ChEC
chrIV	2560	814272	814273	814268	814418	814343	Henikoff-ChEC
chrIV	2561	814343	814344	814268	814418	814343	Henikoff-ChEC
chrIV	2560	814272	814273	814271	814421	814346	Hahn-ChEC
chrIV	2561	814343	814344	814271	814421	814346	Hahn-ChEC
chrIV	2562	816456	816457	816381	816531	816456	Henikoff-ChEC
chrIV	2563	816632	816633	816557	816707	816632	Henikoff-ChEC
chrIV	2564	816665	816666	816557	816707	816632	Henikoff-ChEC
chrIV	2563	816632	816633	816590	816740	816665	Henikoff-ChEC
chrIV	2564	816665	816666	816590	816740	816665	Henikoff-ChEC
chrIV	2565	816708	816709	816590	816740	816665	Henikoff-ChEC
chrIV	2563	816632	816633	816633	816783	816708	SLiM-ChIP
chrIV	2564	816665	816666	816633	816783	816708	SLiM-ChIP
chrIV	2565	816708	816709	816633	816783	816708	SLiM-ChIP
chrIV	2566	817766	817767	817691	817841	817766	Henikoff-ChEC
chrIV	2567	829442	829443	829367	829517	829442	Henikoff-ChEC
chrIV	2568	831762	831763	831687	831837	831762	Henikoff-ChEC
chrIV	2569	831926	831927	831851	832001	831926	Henikoff-ChEC
chrIV	2570	835769	835770	835694	835844	835769	Henikoff-ChEC
chrIV	2571	835837	835838	835694	835844	835769	Henikoff-ChEC
chrIV	2570	835769	835770	835762	835912	835837	Henikoff-ChEC
chrIV	2571	835837	835838	835762	835912	835837	Henikoff-ChEC
chrIV	2572	835892	835893	835762	835912	835837	Henikoff-ChEC
chrIV	2571	835837	835838	835817	835967	835892	Henikoff-ChEC
chrIV	2572	835892	835893	835817	835967	835892	Henikoff-ChEC
chrIV	2573	836040	836041	835965	836115	836040	Henikoff-ChEC
chrIV	2574	836092	836093	835965	836115	836040	Henikoff-ChEC
chrIV	2573	836040	836041	836017	836167	836092	Henikoff-ChEC
chrIV	2574	836092	836093	836017	836167	836092	Henikoff-ChEC
chrIV	2575	836178	836179	836103	836253	836178	Hahn-ChEC
chrIV	2576	836216	836217	836103	836253	836178	Hahn-ChEC
chrIV	2575	836178	836179	836103	836253	836178	Henikoff-ChEC
chrIV	2576	836216	836217	836103	836253	836178	Henikoff-ChEC
chrIV	2575	836178	836179	836107	836257	836182	Pugh-Chip-exo
chrIV	2576	836216	836217	836107	836257	836182	Pugh-Chip-exo
chrIV	2575	836178	836179	836141	836291	836216	SLiM-ChIP
chrIV	2576	836216	836217	836141	836291	836216	SLiM-ChIP
chrIV	2577	836258	836259	836141	836291	836216	SLiM-ChIP
chrIV	2576	836216	836217	836183	836333	836258	Henikoff-ChEC
chrIV	2577	836258	836259	836183	836333	836258	Henikoff-ChEC
chrIV	2578	842246	842247	842171	842321	842246	Henikoff-ChEC
chrIV	2579	845066	845067	844991	845141	845066	Henikoff-ChEC
chrIV	2580	847840	847841	847765	847915	847840	Henikoff-ChEC
chrIV	2581	848056	848057	847981	848131	848056	Henikoff-ChEC
chrIV	2582	848122	848123	847981	848131	848056	Henikoff-ChEC
chrIV	2581	848056	848057	847985	848135	848060	Pugh-Chip-exo
chrIV	2582	848122	848123	847985	848135	848060	Pugh-Chip-exo
chrIV	2581	848056	848057	848047	848197	848122	Pugh-Chip-exo
chrIV	2582	848122	848123	848047	848197	848122	Pugh-Chip-exo
chrIV	2583	848156	848157	848047	848197	848122	Pugh-Chip-exo
chrIV	2582	848122	848123	848081	848231	848156	Pugh-Chip-exo
chrIV	2583	848156	848157	848081	848231	848156	Pugh-Chip-exo
chrIV	2582	848122	848123	848096	848246	848171	Hahn-ChEC
chrIV	2583	848156	848157	848096	848246	848171	Hahn-ChEC
chrIV	2584	848267	848268	848192	848342	848267	Henikoff-ChEC
chrIV	2585	848508	848509	848433	848583	848508	Henikoff-ChEC
chrIV	2586	851054	851055	850979	851129	851054	Henikoff-ChEC
chrIV	2587	854042	854043	853967	854117	854042	Henikoff-ChEC
chrIV	2588	856040	856041	855965	856115	856040	Henikoff-ChEC
chrIV	2589	856275	856276	856200	856350	856275	Henikoff-ChEC
chrIV	2590	856438	856439	856363	856513	856438	Henikoff-ChEC
chrIV	2591	859040	859041	858965	859115	859040	Henikoff-ChEC
chrIV	2592	859214	859215	859139	859289	859214	Henikoff-ChEC
chrIV	2593	859256	859257	859139	859289	859214	Henikoff-ChEC
chrIV	2592	859214	859215	859181	859331	859256	SLiM-ChIP
chrIV	2593	859256	859257	859181	859331	859256	SLiM-ChIP
chrIV	2592	859214	859215	859197	859347	859272	Henikoff-ChEC
chrIV	2593	859256	859257	859197	859347	859272	Henikoff-ChEC
chrIV	2594	859450	859451	859375	859525	859450	Henikoff-ChEC
chrIV	2595	861410	861411	861335	861485	861410	Henikoff-ChEC
chrIV	2596	861594	861595	861519	861669	861594	Henikoff-ChEC
chrIV	2597	861620	861621	861519	861669	861594	Henikoff-ChEC
chrIV	2598	861658	861659	861519	861669	861594	Henikoff-ChEC
chrIV	2596	861594	861595	861545	861695	861620	SLiM-ChIP
chrIV	2597	861620	861621	861545	861695	861620	SLiM-ChIP
chrIV	2598	861658	861659	861545	861695	861620	SLiM-ChIP
chrIV	2596	861594	861595	861583	861733	861658	Henikoff-ChEC
chrIV	2597	861620	861621	861583	861733	861658	Henikoff-ChEC
chrIV	2598	861658	861659	861583	861733	861658	Henikoff-ChEC
chrIV	2599	861844	861845	861769	861919	861844	Henikoff-ChEC
chrIV	2600	866924	866925	866849	866999	866924	Henikoff-ChEC
chrIV	2601	867098	867099	867023	867173	867098	Henikoff-ChEC
chrIV	2602	867269	867270	867194	867344	867269	Henikoff-ChEC
chrIV	2603	867666	867667	867591	867741	867666	SLiM-ChIP
chrIV	2604	867688	867689	867591	867741	867666	SLiM-ChIP
chrIV	2603	867666	867667	867613	867763	867688	Henikoff-ChEC
chrIV	2604	867688	867689	867613	867763	867688	Henikoff-ChEC
chrIV	2605	867782	867783	867707	867857	867782	Hahn-ChEC
chrIV	2606	867890	867891	867815	867965	867890	SLiM-ChIP
chrIV	2606	867890	867891	867827	867977	867902	Pugh-Chip-exo
chrIV	2606	867890	867891	867845	867995	867920	Henikoff-ChEC
chrIV	2607	870530	870531	870455	870605	870530	Henikoff-ChEC
chrIV	2608	872410	872411	872335	872485	872410	Henikoff-ChEC
chrIV	2609	883572	883573	883497	883647	883572	Henikoff-ChEC
chrIV	2610	884299	884300	884224	884374	884299	Henikoff-ChEC
chrIV	2611	884370	884371	884224	884374	884299	Henikoff-ChEC
chrIV	2610	884299	884300	884295	884445	884370	Pugh-Chip-exo
chrIV	2611	884370	884371	884295	884445	884370	Pugh-Chip-exo
chrIV	2612	884398	884399	884295	884445	884370	Pugh-Chip-exo
chrIV	2611	884370	884371	884323	884473	884398	Henikoff-ChEC
chrIV	2612	884398	884399	884323	884473	884398	Henikoff-ChEC
chrIV	2613	884466	884467	884323	884473	884398	Henikoff-ChEC
chrIV	2612	884398	884399	884391	884541	884466	Hahn-ChEC
chrIV	2613	884466	884467	884391	884541	884466	Hahn-ChEC
chrIV	2614	884538	884539	884391	884541	884466	Hahn-ChEC
chrIV	2613	884466	884467	884463	884613	884538	Henikoff-ChEC
chrIV	2614	884538	884539	884463	884613	884538	Henikoff-ChEC
chrIV	2615	889150	889151	889075	889225	889150	Henikoff-ChEC
chrIV	2616	889200	889201	889075	889225	889150	Henikoff-ChEC
chrIV	2615	889150	889151	889125	889275	889200	Henikoff-ChEC
chrIV	2616	889200	889201	889125	889275	889200	Henikoff-ChEC
chrIV	2617	889384	889385	889309	889459	889384	Henikoff-ChEC
chrIV	2618	889404	889405	889309	889459	889384	Henikoff-ChEC
chrIV	2619	889452	889453	889309	889459	889384	Henikoff-ChEC
chrIV	2617	889384	889385	889329	889479	889404	SLiM-ChIP
chrIV	2618	889404	889405	889329	889479	889404	SLiM-ChIP
chrIV	2619	889452	889453	889329	889479	889404	SLiM-ChIP
chrIV	2617	889384	889385	889377	889527	889452	Henikoff-ChEC
chrIV	2618	889404	889405	889377	889527	889452	Henikoff-ChEC
chrIV	2619	889452	889453	889377	889527	889452	Henikoff-ChEC
chrIV	2620	892178	892179	892103	892253	892178	Henikoff-ChEC
chrIV	2621	892488	892489	892413	892563	892488	Henikoff-ChEC
chrIV	2622	892576	892577	892501	892651	892576	Hahn-ChEC
chrIV	2623	893594	893595	893519	893669	893594	Henikoff-ChEC
chrIV	2624	893658	893659	893519	893669	893594	Henikoff-ChEC
chrIV	2623	893594	893595	893583	893733	893658	Henikoff-ChEC
chrIV	2624	893658	893659	893583	893733	893658	Henikoff-ChEC
chrIV	2625	893998	893999	893923	894073	893998	Henikoff-ChEC
chrIV	2626	894040	894041	893923	894073	893998	Henikoff-ChEC
chrIV	2625	893998	893999	893925	894075	894000	Pugh-Chip-exo
chrIV	2626	894040	894041	893925	894075	894000	Pugh-Chip-exo
chrIV	2625	893998	893999	893941	894091	894016	Pugh-Chip-exo
chrIV	2626	894040	894041	893941	894091	894016	Pugh-Chip-exo
chrIV	2625	893998	893999	893965	894115	894040	SLiM-ChIP
chrIV	2626	894040	894041	893965	894115	894040	SLiM-ChIP
chrIV	2625	893998	893999	893981	894131	894056	Henikoff-ChEC
chrIV	2626	894040	894041	893981	894131	894056	Henikoff-ChEC
chrIV	2627	894160	894161	894085	894235	894160	Hahn-ChEC
chrIV	2628	894298	894299	894223	894373	894298	Henikoff-ChEC
chrIV	2629	894358	894359	894223	894373	894298	Henikoff-ChEC
chrIV	2628	894298	894299	894283	894433	894358	Henikoff-ChEC
chrIV	2629	894358	894359	894283	894433	894358	Henikoff-ChEC
chrIV	2630	907182	907183	907107	907257	907182	SLiM-ChIP
chrIV	2631	907234	907235	907107	907257	907182	SLiM-ChIP
chrIV	2630	907182	907183	907159	907309	907234	Henikoff-ChEC
chrIV	2631	907234	907235	907159	907309	907234	Henikoff-ChEC
chrIV	2632	907411	907412	907336	907486	907411	Henikoff-ChEC
chrIV	2633	909386	909387	909311	909461	909386	Henikoff-ChEC
chrIV	2634	909482	909483	909407	909557	909482	Henikoff-ChEC
chrIV	2635	909592	909593	909517	909667	909592	Pugh-Chip-exo
chrIV	2636	909618	909619	909517	909667	909592	Pugh-Chip-exo
chrIV	2635	909592	909593	909521	909671	909596	Pugh-Chip-exo
chrIV	2636	909618	909619	909521	909671	909596	Pugh-Chip-exo
chrIV	2635	909592	909593	909543	909693	909618	Henikoff-ChEC
chrIV	2636	909618	909619	909543	909693	909618	Henikoff-ChEC
chrIV	2635	909592	909593	909553	909703	909628	SLiM-ChIP
chrIV	2636	909618	909619	909553	909703	909628	SLiM-ChIP
chrIV	2635	909592	909593	909554	909704	909629	Hahn-ChEC
chrIV	2636	909618	909619	909554	909704	909629	Hahn-ChEC
chrIV	2637	910094	910095	910019	910169	910094	Henikoff-ChEC
chrIV	2638	911640	911641	911565	911715	911640	Henikoff-ChEC
chrIV	2639	912108	912109	912033	912183	912108	Henikoff-ChEC
chrIV	2640	912298	912299	912223	912373	912298	Henikoff-ChEC
chrIV	2641	913796	913797	913721	913871	913796	Henikoff-ChEC
chrIV	2642	913840	913841	913721	913871	913796	Henikoff-ChEC
chrIV	2641	913796	913797	913765	913915	913840	Henikoff-ChEC
chrIV	2642	913840	913841	913765	913915	913840	Henikoff-ChEC
chrIV	2643	913890	913891	913765	913915	913840	Henikoff-ChEC
chrIV	2642	913840	913841	913815	913965	913890	SLiM-ChIP
chrIV	2643	913890	913891	913815	913965	913890	SLiM-ChIP
chrIV	2644	914754	914755	914679	914829	914754	Henikoff-ChEC
chrIV	2645	914928	914929	914853	915003	914928	Henikoff-ChEC
chrIV	2646	915041	915042	914966	915116	915041	Henikoff-ChEC
chrIV	2647	915186	915187	915111	915261	915186	Henikoff-ChEC
chrIV	2648	915346	915347	915271	915421	915346	Henikoff-ChEC
chrIV	2649	916344	916345	916269	916419	916344	Henikoff-ChEC
chrIV	2650	917340	917341	917265	917415	917340	Henikoff-ChEC
chrIV	2651	923994	923995	923919	924069	923994	Henikoff-ChEC
chrIV	2652	924080	924081	924005	924155	924080	Henikoff-ChEC
chrIV	2653	924544	924545	924469	924619	924544	Henikoff-ChEC
chrIV	2654	924640	924641	924565	924715	924640	Henikoff-ChEC
chrIV	2655	925150	925151	925075	925225	925150	Henikoff-ChEC
chrIV	2656	926242	926243	926167	926317	926242	Henikoff-ChEC
chrIV	2657	926424	926425	926349	926499	926424	Henikoff-ChEC
chrIV	2658	926600	926601	926525	926675	926600	Henikoff-ChEC
chrIV	2659	926793	926794	926718	926868	926793	Henikoff-ChEC
chrIV	2660	926978	926979	926903	927053	926978	Henikoff-ChEC
chrIV	2661	927059	927060	926984	927134	927059	Hahn-ChEC
chrIV	2662	927126	927127	926984	927134	927059	Hahn-ChEC
chrIV	2661	927059	927060	927051	927201	927126	Henikoff-ChEC
chrIV	2662	927126	927127	927051	927201	927126	Henikoff-ChEC
