"family","mean_TFAP","sd_TFAP","spp"
"Cuniculiplasmataceae",0.02368,NA,"Cuniculiplasma sp. C_DKE"
"Cuniculitremaceae",0.33752,NA,"Kockovaella imperatae"
"Cunninghamellaceae",0.286583333333333,0.0315883243198074,"Absidia glauca"
"Curculionidae",0.3163925,0.0429715591021162,"Dendroctonus ponderosae"
"Cyanidiaceae",0.27374,NA,"Cyanidiococcus yangmingshanensis"
"Cyclobacteriaceae",0.042638,0.00441484314557154,"Algoriphagus machipongonensis"
"Cyclonatronaceae",0.060985,0.00702157033718241,"Cyclonatronum proteinivorum"
"Cyclopteridae",0.24471,NA,"Cyclopterus lumpus"
"Cylindrosympodiaceae",0.28976,NA,"Tothia fuscella"
"Cynoglossidae",0.32429,NA,"Cynoglossus semilaevis"
"Cyperaceae",0.23318,0.0454103974878001,"Carex littledalei"
"Cyphellophoraceae",0.28666,NA,"Cyphellophora attinorum"
"Cyprididae",0.31333,NA,"Notodromas monacha"
"Cyprinidae",0.288521428571429,0.0480275134440567,"Labeo rohita"
"Cyprinodontidae",0.31738,NA,"Cyprinodon variegatus"
"Cytophagaceae",0.055718,0.00902806319206949,"Anditalea andensis"
"Dacrymycetaceae",0.26779,NA,"Dacryopinax primogenitus"
"Dactyloidae",0.27034,NA,"Anolis carolinensis"
"Danionidae",0.36458,0.0123885108063883,"Danio rerio"
"Daphniidae",0.316146666666667,0.0136918674158543,"Daphnia pulex"
"Darwinulidae",0.25738,NA,"Darwinula stevensoni"
"Dasyornithidae",0.27567,NA,"Dasyornis broadbenti"
"Dasyuridae",0.34474,NA,"Sarcophilus harrisii"
"Debaryomycetaceae",0.25924,0.0195989247154021,"Candida viswanathii"
"Defluviitaleaceae",0.02932,NA,"Defluviitalea raffinosedens"
"Dehalococcoidaceae",0.04348,0.0015556349186104,"Dehalogenimonas alkenigignens"
"Deinococcaceae",0.0674013333333333,0.00752495739586104,"Deinococcus sp. RL"
"Delphacidae",0.36192,NA,"Laodelphax striatellus"
"Delphinidae",0.359545,0.0290267333677078,"Tursiops truncatus"
"Demequinaceae",0.0763833333333333,0.00624229391596818,"Demequina mangrovi"
"Dendrocolaptidae",0.27395,0.00173948268171888,"Xiphorhynchus elegans"
"Denticipitidae",0.25466,NA,"Denticeps clupeoides"
"Dermabacteraceae",0.103991111111111,0.0100428487547663,"Dermabacter sp. HFH0086"
"Dermacoccaceae",0.082326875,0.00842451558943698,"Dermacoccus nishinomiyaensis"
"Dermateaceae",0.30108,0.0701874191005767,"Marssonina coronariae"
"Dermatophilaceae",0.093905,0.00778524566086388,"Dermatophilus congolensis"
"Dermophiidae",0.35188,NA,"Geotrypetes seraphini"
"Desulfallaceae",0.03763,NA,"Sporotomaculum syntrophicum"
"Desulfarculaceae",0.05847,NA,"Dethiosulfatarculus sandiegensis"
"Desulfatibacillaceae",0.04649,NA,"Desulfatibacillum aliphaticivorans"
"Desulfitobacteriaceae",0.0376325,0.00578221349114185,"Desulfosporosinus sp. HMP52"
"Desulfobacteraceae",0.0502183333333333,0.0130305785238671,"Desulfamplus magnetovallimortis"
"Desulfobulbaceae",0.056679,0.0141479385620505,"Desulfobulbus sp. Tol-SR"
"Desulfocapsaceae",0.04175,0.000970721381241804,"Desulforhopalus singaporensis"
"Desulfococcaceae",0.07784,0.0458273379109021,"Desulfonema ishimotonii"
"Desulfocucumaceae",0.05876,NA,"Desulfocucumis palustris"
"Desulfolunaceae",0.04668,NA,"Desulfoluna spongiiphila"
"Desulfonatronaceae",0.05185,0.00520430590953299,"Desulfonatronum thiosulfatophilum"
"Desulfonauticaceae",0.02441,NA,"Desulfonauticus submarinus"
"Desulfoplanaceae",0.0405,NA,"Desulfoplanes formicivorans"
"Desulfosalsimonadaceae",0.0423,NA,"Desulfosalsimonas propionicica"
"Desulfosarcinaceae",0.04548,0.00318934162484987,"Desulfosarcina widdelii"
"Desulfotomaculaceae",0.0423533333333333,0.00638885227042646,"Desulfotomaculum copahuensis"
"Desulfovibrionaceae",0.0613026086956522,0.0178792841572666,"Desulfovibrio sp. 6_1_46AFAA"
"Desulfurellaceae",0.03,NA,"Desulfurella amilsii"
"Desulfuribacillaceae",0.03301,0.00125865007051205,"Desulfuribacillus alkaliarsenatis"
"Desulfurobacteriaceae",0.02267,NA,"Desulfurobacterium indicum"
"Desulfurococcaceae",0.02027,0.00076367532368147,"Desulfurococcaceae archaeon AG1"
"Desulfuromonadaceae",0.074482,0.0630403420041484,"Desulfuromonas soudanensis"
"Dethiobacteraceae",0.02859,NA,"Dethiobacter sp."
"Dethiosulfovibrionaceae",0.04013,NA,"Pyramidobacter sp. CG50-2"
"Devosiaceae",0.055685,0.0148661804778497,"Devosia sp. LC5"
"Diademaceae",0.29804,NA,"Clathrospora elynae"
"Diaporthaceae",0.262435,0.046520555134263,"Diaporthe ampelina"
"Dicaeidae",0.27806,NA,"Dicaeum eximium"
"Dicruridae",0.27587,0.00368895649201778,"Erythrocercus mccallii"
"Dictyobacteraceae",0.0808433333333333,0.00404068641033509,"Dictyobacter alpinus"
"Dictyosteliaceae",0.30252,0.0517539051666635,"Dictyostelium purpureum"
"Didelphidae",0.31393,NA,"Monodelphis domestica"
"Didymellaceae",0.289826666666667,0.0102998731383773,"Ascochyta rabiei"
"Didymosphaeriaceae",0.28795,0.0203522234657543,"Paraphaeosphaeria sporulosa"
"Dietziaceae",0.09246,NA,"Dietzia sp. ANT_WB102"
"Dimargaritaceae",0.299265,0.0155254296773605,"Dimargaris cristalligena"
"Dinophilidae",0.23969,NA,"Dimorphilus gyrociliatus"
"Diomedeidae",0.27668,NA,"Thalassarche chlororhynchos"
"Dioscoreaceae",0.26412,NA,"Dioscorea zingiberensis"
"Diphyllobothriidae",0.33388,0.0383110454046871,"Schistocephalus solidus"
"Dipodascaceae",0.33032,0.0828446304838159,"Saprochaete ingens"
"Dipodidae",0.30719,NA,"Jaculus jaculus"
"Diprionidae",0.33972,NA,"Neodiprion lecontei"
"Dissulfuribacteraceae",0.04119,NA,"Dissulfuribacter thermophilus"
"Dissulfurirhabdaceae",0.05778,NA,"Dissulfurirhabdus thermomarina"
"Dissulfurispiraceae",0.02408,NA,"Dissulfurispira thermophila"
"Ditrichaceae",0.31171,NA,"Ceratodon purpureus"
"Diversisporaceae",0.237215,0.014771460658987,"Diversispora epigaea"
"Dongiaceae",0.0619666666666667,0.00349371340171648,"Dongia mobilis"
"Dracunculidae",0.19787,NA,"Dracunculus medinensis"
"Dreissenidae",0.374,NA,"Dreissena polymorpha"
"Dromadidae",0.27233,NA,"Dromas ardeola"
"Dromaiidae",0.26996,NA,"Dromaius novaehollandiae"
"Drosophilidae",0.38091,0.0218938974754763,"Drosophila simulans"
"Dubosqiidae",0.302295,0.00696500179468747,"Hamiltosporidium magnivora"
"Dysgonomonadaceae",0.0463083333333333,0.00387830758153214,"Fermentimonas caenicola"
"Echeneidae",0.246,NA,"Echeneis naucrates"
"Echimyopodidae",0.34158,NA,"Blomia tropicalis"
"Echinimonadaceae",0.04708,0.000919238815542514,"Neiella litorisoli"
"Echinostomatidae",0.38739,NA,"Echinostoma caproni"
"Ectocarpaceae",0.427485,0.0076862507114978,"Ectocarpus siliculosus"
"Ectothiorhodospiraceae",0.0568226923076923,0.00911550483854506,"Spiribacter curvatus"
"Edwardsiidae",0.21766,NA,"Nematostella vectensis"
"Eggerthellaceae",0.0702041176470588,0.010250058572286,"Eggerthella sp. YY7918"
"Egibacteraceae",0.11984,NA,"Egibacter rhizosphaerae"
"Egicoccaceae",0.09561,NA,"Egicoccus halophilus"
"Eimeriidae",0.43303,NA,"Cyclospora cayetanensis"
"Elachuridae",0.27641,NA,"Elachura formosa"
"Elaphomycetaceae",0.28927,NA,"Elaphomyces granulatus"
"Elapidae",0.300238,0.0376957102333939,"Ophiophagus hannah"
"Elateridae",0.26712,NA,"Ignelater luminosus"
"Elephantidae",0.30309,NA,"Loxodonta africana"
"Eleutherodactylidae",0.33917,NA,"Eleutherodactylus coqui"
"Elioraeaceae",0.05777,0.00360624458405139,"Elioraea sp. Yellowstone"
"Elsinoaceae",0.31538,0.00335071634132167,"Elsinoe australis"
"Elusimicrobiaceae",0.06304,NA,"Elusimicrobium sp. An273"
"Emcibacteraceae",0.051655,0.000544472221513641,"Paremcibacter congregatus"
"Emydidae",0.28334,NA,"Terrapene triunguis"
"Endogonaceae",0.304265,0.0044477016536634,"Jimgerdemannia flammicorona"
"Endomicrobiaceae",0.045975,0.00556493036793813,"Endomicrobium proavitum"
"Endozoicomonadaceae",0.074164,0.0115409176411583,"Endozoicomonas elysicola"
"Enterobacteriaceae",0.0427745945945946,0.0137863413877235,"Enterobacter sp. 638"
"Enterococcaceae",0.040827,0.00837380115969259,"Enterococcus thailandicus"
"Enterocytozoonidae",0.186655,0.0481751850022395,"Enterospora canceri"
"Entomoplasmataceae",0.0363566666666667,0.00555446066988806,"Entomoplasma freundtii"
"Entophysalidaceae",0.06389,NA,"Chlorogloea sp. CCALA 695"
"Equidae",0.341645,0.00502752921423636,"Equus caballus"
"Erebidae",0.33543,NA,"Arctia plantaginis"
"Eresidae",0.30262,NA,"Stegodyphus mimosarum"
"Ericaceae",0.255685,0.00808223050896226,"Rhododendron williamsianum"
"Erinaceidae",0.32929,NA,"Erinaceus europaeus"
"Erwiniaceae",0.0463658333333333,0.0189622049526596,"Candidatus Pantoea carbekii"
"Erysipelotrichaceae",0.03666,0.0150872384887822,"Erysipelotrichaceae bacterium 5_2_54FAA"
"Erysiphaceae",0.316142,0.00894117553792565,"Erysiphe necator"
"Erythrobacteraceae",0.0696160869565217,0.00587365859965223,"Erythrobacter sp. NAP1"
"Eschrichtiidae",0.34091,NA,"Eschrichtius robustus"
"Esocidae",0.26958,NA,"Esox lucius"
"Estrildidae",0.298873333333333,0.0385995341077238,"Taeniopygia guttata"
"Eubacteriaceae",0.0425413793103448,0.00990062037166572,"Eubacterium callanderi"
"Eubacteriales Family XII. Incertae Sedis",0.026535,0.00447598592491085,"Fusibacter sp. 3D3"
"Eubacteriales Family XIII. Incertae Sedis",0.0404414285714286,0.00578681670860998,"Clostridiales bacterium S5-A14a"
"Euphorbiaceae",0.2633425,0.0173592941004716,"Ricinus communis"
"Eurylaimidae",0.27611,0.00362368596873406,"Serilophus lunatus"
"Eurypygidae",0.2623,NA,"Eurypyga helias"
"Euzebyaceae",0.09308,NA,"Euzebya pacifica"
"Fabaceae",0.272186470588235,0.0351970561519668,"Phaseolus vulgaris"
"Fagaceae",0.236565,0.0250810775286869,"Quercus lobata"
"Falconidae",0.29569,0.0304904444047639,"Herpetotheres cachinnans"
"Fasciolidae",0.385766666666667,0.00442436812814364,"Fasciola hepatica"
"Fastidiosibacteraceae",0.05241,NA,"Cysteiniphilum litorale"
"Feifaniaceae",0.03896,NA,"Feifania hominis"
"Felidae",0.347938333333333,0.0169573198550557,"Felis catus"
"Ferrimonadaceae",0.04824,0.00427165073478626,"Ferrimonas marina"
"Ferroplasmaceae",0.01484,NA,"Acidiplasma cupricumulans"
"Ferrovaceae",0.046275,0.0144886179465124,"Ferrovum sp. PN-J185"
"Fervidobacteriaceae",0.01407,NA,"Thermosipho sp. 1063"
"Fibrobacteraceae",0.059435,0.00508071845313239,"Fibrobacter sp. UWEL"
"Fibroporiaceae",0.29575,NA,"Fibroporia radiculosa"
"Filifactoraceae",0.044895,0.00385373195746669,"Peptoanaerobacter stomatis"
"Filobasidiaceae",0.356965,0.00555078823231438,"Naganishia liquefaciens"
"Fimbriimonadaceae",0.05904,NA,"Fimbriimonadaceae bacterium"
"Flammeovirgaceae",0.0448914285714286,0.00382209117530979,"Flammeovirgaceae bacterium 311"
"Flavobacteriaceae",0.0450430666666667,0.00534043563498901,"Flavobacteriaceae bacterium 3519-10"
"Flectobacillaceae",0.04641,0.00387264398422724,"Pseudarcicella hirudinis"
"Fluviibacteraceae",0.05081,NA,"Fluviibacter phosphoraccumulans"
"Fomitopsidaceae",0.27942,0.00387494516090231,"Fomitopsis schrenkii"
"Fonticulaceae",0.41899,NA,"Fonticula alba"
"Formicariidae",0.275475,0.00163341666454091,"Formicarius rufipectus"
"Formicidae",0.313435263157895,0.0752046992745962,"Camponotus floridanus"
"Fortieaceae",0.07121,NA,"aff. Roholtiella sp. LEGE 12411"
"Frankiaceae",0.137194615384615,0.0190525001051413,"Candidatus Protofrankia datiscae"
"Fregatidae",0.27268,NA,"Fregata magnificens"
"Fringillidae",0.280402857142857,0.0113779592696958,"Urocynchramus pylzowi"
"Fulvivirgaceae",0.0443025,0.00130712060870996,"Chryseolinea serpens"
"Funariaceae",0.34051,NA,"Physcomitrium patens"
"Furnariidae",0.275885,0.00222738636073761,"Furnarius figulus"
"Fusobacteriaceae",0.031125,0.0156761939622747,"Fusobacterium sp. CAG:815"
"Futianiaceae",0.0564,NA,"Futiania mangrovi"
"Gadidae",0.25513,NA,"Gadus morhua"
"Gaiellaceae",0.063065,0.00867620020515894,"Gaiella sp. SCGC AG-212-M14"
"Galagidae",0.31243,NA,"Otolemur garnettii"
"Galbulidae",0.2769,NA,"Galbula dea"
"Galdieriaceae",0.19804,NA,"Galdieria sulphuraria"
"Galeropsidaceae",0.30032,NA,"Panaeolus cyanescens"
"Gallionellaceae",0.0603366666666667,0.0117967566164038,"Ferriphaselus amnicola"
"Gasterosteidae",0.26107,NA,"Gasterosteus aculeatus"
"Gaviidae",0.26217,NA,"Gavia stellata"
"Geitlerinemataceae",0.07624,NA,"Geitlerinema sp. PCC 7407"
"Gelatoporiaceae",0.29518,NA,"Obba rivulosa"
"Gemellaceae",0.043465,0.00342833778965842,"Gemella morbillorum"
"Geminicoccaceae",0.05778,NA,"Arboricoccus pini"
"Geminocystaceae",0.055122,0.00463233958168008,"Picosynechococcus sp. PCC 7002"
"Gemmataceae",0.104919,0.0150056518611414,"Gemmata sp. SH-PL17"
"Gemmatimonadaceae",0.0817466666666667,0.0148343300039694,"Gemmatirosa kalamazoonensis"
"Geoalkalibacteraceae",0.0463,NA,"Geoalkalibacter subterraneus"
"Geobacteraceae",0.04829,0.00685745579643063,"Geobacter sp. OR-1"
"Geodermatophilaceae",0.097275,0.00902522470825424,"Modestobacter marinus"
"Geodiidae",0.23153,NA,"Geodia barretti"
"Geoemydidae",0.34638,NA,"Mauremys mutica"
"Geoglossaceae",0.31012,0.0112712820921136,"Glutinoglossum americanum"
"Geometridae",0.2966,NA,"Operophtera brumata"
"Geomitridae",0.2964,NA,"Candidula unifasciata"
"Geopsychrobacteraceae",0.04517,NA,"Desulfuromusa kysingii"
"Geothermobacteraceae",0.04571,0.00248901586977664,"Geothermobacter hydrogeniphilus"
"Geovibrionaceae",0.031365,0.000615182899632298,"Geovibrio thiophilus"
"Gesneriaceae",0.35425,NA,"Dorcoceras hygrometricum"
"Gigartinaceae",0.29363,NA,"Chondrus crispus"
"Gigasporaceae",0.231076,0.035349631256917,"Gigaspora rosea"
"Glareolidae",0.276525,0.00303348809129026,"Rhinoptilus africanus"
"Gloeomargaritaceae",0.05928,NA,"Gloeomargaritaceae cyanobacterium C42_A2020_066"
"Gloeophyllaceae",0.29387,NA,"Heliocybe sulcata"
"Glomeraceae",0.2185,0.0193819228492256,"Rhizophagus irregularis"
"Glomerellaceae",0.272189047619048,0.0232905615872099,"Colletotrichum sublineola"
"Gloniaceae",0.26982,NA,"Glonium stellatum"
"Glossiphoniidae",0.34035,NA,"Helobdella robusta"
"Glycomycetaceae",0.0901416666666667,0.00815554392218365,"Glycomyces terrestris"
"Gnomoniaceae",0.28177,NA,"Gnomoniopsis smithogilvyi"
"Gobiesocidae",0.2514,NA,"Gouania willdenowi"
"Gobiidae",0.22015,NA,"Neogobius melanostomus"
"Gongylonematidae",0.29097,NA,"Gongylonema pulchrum"
"Gordoniaceae",0.079874,0.0126651667532997,"Gordonia sp. NB41Y"
"Gottschalkiaceae",0.036335,7.07106781186273e-06,"Gottschalkia purinilytica"
"Govaniaceae",0.05244,NA,"Govania unica"
"Gracilariaceae",0.26453,NA,"Gracilariopsis chorda"
"Graphidaceae",0.28841,NA,"Gomphillus americanus"
"Gregarinidae",0.31091,NA,"Gregarina niphandrodes"
"Grifolaceae",0.31622,NA,"Grifola frondosa"
"Gruidae",0.275,NA,"Grus americana"
"Gymnotidae",0.22499,NA,"Electrophorus electricus"
"Haematococcaceae",0.36427,NA,"Haematococcus lacustris"
"Hafniaceae",0.048,0.00251730014102411,"Enterobacillus tribolii"
"Hahellaceae",0.05663,NA,"Hahella sp. CCB-MM4"
"Haladaptataceae",0.11901,0.0111965307126806,"Haladaptatus litoreus"
"Halanaerobiaceae",0.0267875,0.00264317202113925,"Halanaerobium hydrogeniformans"
"Halarsenatibacteraceae",0.0467,0.0199828376363318,"Halarsenatibacter silvermanii"
"Halictidae",0.34304,NA,"Dufourea novaeangliae"
"Halieaceae",0.0504325,0.00683840868428711,"marine gamma proteobacterium HTCC2148"
"Haliscomenobacteraceae",0.0471133333333333,0.00141817958430283,"Phaeodactylibacter xiamenensis"
"Haloarculaceae",0.0990888888888889,0.0111404455972181,"Halorientalis sp. IM1011"
"Halobacteriaceae",0.09037625,0.00964120167006464,"Halobacterium hubeiense"
"Halobacteriovoraceae",0.06199,NA,"Halobacteriovorax sp. DA5"
"Halobacteroidaceae",0.035385,0.00530921525902526,"Orenia metallireducens"
"Halococcaceae",0.09124,NA,"Halalkalicoccus paucihalophilus"
"Haloferacaceae",0.114381818181818,0.0134423899136615,"Halonotius sp. J07HN6"
"Halomonadaceae",0.0551482051282051,0.0111293275135645,"Halomonas sp. GFAJ-1"
"Halorubellaceae",0.114715,0.00953887047820653,"Haloarchaeobius iranensis"
"Halorutilaceae",0.10526,NA,"Halorutilus salinus"
"Halothecacae",0.06451,NA,"Halothece sp. PCC 7418"
"Halothiobacillaceae",0.05709,NA,"Halothiobacillus diazotrophicus"
"Halteriidae",0.33169,NA,"Halteria grandinella"
"Harpacticidae",0.32459,NA,"Tigriopus californicus"
"Harpellaceae",0.33487,NA,"Furculomyces boomerangus"
"Helicobacteraceae",0.0553515789473684,0.024729184347235,"Helicobacter saguini"
"Heligmosomidae",0.25012,NA,"Nippostrongylus brasiliensis"
"Heliobacteriaceae",0.05304,0.00628945148641755,"Heliophilum fasciatum"
"Heliornithidae",0.27378,NA,"Heliornis fulica"
"Helotiaceae",0.30331,0.000339411254969529,"Hymenoscyphus fraxineus"
"Hemiscylliidae",0.3672,NA,"Chiloscyllium punctatum"
"Hepatosporidae",0.15762,NA,"Hepatospora eriocheir"
"Hericiaceae",0.31135,0.0431551051441194,"Hericium alpestre"
"Herpestidae",0.3436,NA,"Suricata suricatta"
"Herpetosiphonaceae",0.05614,NA,"Herpetosiphon geysericola"
"Herpotrichiellaceae",0.288425,0.0157378999375534,"Exophiala spinifera"
"Heteroderidae",0.34729,NA,"Globodera rostochiensis"
"Heteromyidae",0.34196,NA,"Dipodomys ordii"
"Hexamitidae",0.173345,0.00126572113832393,"Spironucleus salmonicida"
"Hipposideridae",0.38129,NA,"Hipposideros armiger"
"Hirundinidae",0.27996,NA,"Hirundo rustica"
"Holocentridae",0.23655,NA,"Myripristis murdjan"
"Holophagaceae",0.05421,NA,"Geothrix sp."
"Holosporaceae",0.09358,0.0297641226983091,"endosymbiont of Acanthamoeba sp. UWC8"
"Holothuriidae",0.26594,NA,"Holothuria leucospilota"
"Hominidae",0.3356425,0.00900793122753498,"Pongo abelii"
"Hoyosellaceae",0.074745,0.00383958982184296,"Hoyosella rhizosphaerae"
"Hujiaoplasmataceae",0.02394,NA,"Hujiaoplasma nucleasis"
"Hyaenidae",0.28901,NA,"Crocuta crocuta"
"Hyalellidae",0.44714,NA,"Hyalella azteca"
"Hyaloscyphaceae",0.27184,NA,"Hyaloscypha hepaticicola"
"Hydnaceae",0.27582,NA,"Clavulina sp. PMI_390"
"Hydridae",0.2307,NA,"Hydra vulgaris"
"Hydrogenimonadaceae",0.037375,0.00737512372777569,"Hydrogenimonas thermophila"
"Hydrogenophilaceae",0.047975,0.00275064537881567,"Tepidiphilus thermophilus"
"Hydrogenothermaceae",0.02298,0.00127279220613579,"Hydrogenothermus marinus"
"Hyellaceae",0.05908,0.00124450793488832,"Pleurocapsa sp. PCC 7327"
"Hylobatidae",0.32893,NA,"Nomascus leucogenys"
"Hymenobacteraceae",0.0654870731707317,0.0130750635264045,"Hymenobacter sp. APR13"
"Hymenochaetaceae",0.32804,0.00476323419537608,"Pyrrhoderma noxium"
"Hymenogastraceae",0.29428,0.00852770778110977,"Gymnopilus dilepis"
"Hymenolepididae",0.324645,0.00354260497374461,"Hymenolepis diminuta"
"Hyphodiscaceae",0.27298,NA,"Hyphodiscus hymeniophilus"
"Hyphomicrobiaceae",0.0878155,0.0113414491207206,"Hyphomicrobium sp. MC1"
"Hyphomonadaceae",0.0653871428571429,0.00345695296605606,"Hyphomonas sp. CY54-11-8"
"Hypocreaceae",0.27242,0.0182727118950636,"Trichoderma harzianum"
"Hypoxylaceae",0.265983333333333,0.00883517024925573,"Hypoxylon sp. CO27-5"
"Hypsibiidae",0.29802,NA,"Hypsibius exemplaris"
"Iamiaceae",0.100595,0.0197919188054115,"Actinomarinicola tropica"
"Ichneumonidae",0.28985,NA,"Dolichomitus sp. PSUC_FEM 10030005"
"Ichthyobacteriaceae",0.07953,NA,"Ichthyobacterium seriolicida"
"Ichthyobodonidae",0.17913,NA,"Perkinsela sp. CCAP 1560/4"
"Ictaluridae",0.33087,NA,"Ameiurus melas"
"Icteridae",0.273155,0.00614475792851112,"Quiscalus mexicanus"
"Idiomarinaceae",0.0436733333333333,0.00345903096807404,"Idiomarina sp. A28L"
"Ignatzschineriaceae",0.04681,NA,"Ignatzschineria ureiclastica"
"Ignavibacteriaceae",0.03479,NA,"Ignavibacterium sp."
"Ilumatobacteraceae",0.0804,NA,"Ilumatobacter fluminis"
"Immundisolibacteraceae",0.04189,NA,"Immundisolibacter cernigliae"
"Indicatoridae",0.27359,NA,"Indicator maculatus"
"Indriidae",0.32643,NA,"Propithecus coquereli"
"Intrasporangiaceae",0.0920135714285714,0.00957993474588683,"Janibacter sp. HTCC2649"
"Iodidimonadaceae",0.06674,NA,"Iodidimonas gelatinilytica"
"Irenidae",0.278633333333333,0.00412555854804332,"Irena cyanogastra"
"Isosphaeraceae",0.1205425,0.00984926858536545,"Paludisphaera borealis"
"Isotomidae",0.26295,NA,"Folsomia candida"
"Ixodidae",0.266968,0.117255001897574,"Ixodes scapularis"
"Jacanidae",0.27592,NA,"Jacana jacana"
"Jatrophihabitantaceae",0.09334,NA,"Jatrophihabitans endophyticus"
"Jiangellaceae",0.0820285714285714,0.00513840581170019,"Haloactinopolyspora alba"
"Jonesiaceae",0.090445,0.0109106576337084,"Flavimobilis marinus"
"Juglandaceae",0.27322,0.00388908729652601,"Juglans regia"
"Kaistiaceae",0.05957,0.00432497976873881,"Prosthecomicrobium hirschii"
"Kalotermitidae",0.32797,NA,"Cryptotermes secundus"
"Kangiellaceae",0.05393,0.00798643224475109,"Kangiella geojedonensis"
"Ketobacteraceae",0.05288,0.00138592929112563,"Ketobacter alkanivorans"
"Kickxellaceae",0.294384444444444,0.0252493944533614,"Linderina pennispora"
"Kiloniellaceae",0.0561933333333333,0.00459169177246615,"Kiloniella litopenaei"
"Kineosporiaceae",0.11242125,0.0221422346513883,"Angustibacter sp. Root456"
"Kiritimatiellaceae",0.06217,NA,"Kiritimatiella glycovorans"
"Klebsormidiaceae",0.3404,NA,"Klebsormidium nitens"
"Kofleriaceae",0.09977,NA,"Kofleriaceae bacterium"
"Koleobacteraceae",0.0236,NA,"Koleobacter methoxysyntrophicus"
"Kordiimonadaceae",0.0603433333333333,0.0143698515417987,"Kordiimonas lacus"
"Kosmotogaceae",0.0247475,0.00332600235518057,"Mesotoga sp. SC_3PWM13N19"
"Kribbellaceae",0.074765,0.00549185370734301,"Kribbella voronezhensis"
"Ktedonobacteraceae",0.07897,NA,"Ktedonospora formicarum"
"Ktedonosporobacteraceae",0.06277,NA,"Ktedonosporobacter rubrisoli"
"Kytococcaceae",0.098185,0.00943987552884041,"Kytococcus sp. HMSC28H12"
"Labilitrichaceae",0.14356,NA,"Labilithrix luteola"
"Labridae",0.30437,NA,"Labrus bergylta"
"Lacertidae",0.312985,0.0619779093710009,"Podarcis muralis"
"Lachnaceae",0.259035714285714,0.00890904756814265,"Lachnellula willkommii"
"Lachnospiraceae",0.042861958041958,0.0077436211148311,"Lachnospiraceae bacterium 3_1_57FAA_CT1"
"Lacipirellulaceae",0.0986790909090909,0.00842586548022867,"Pseudobythopirellula maris"
"Lactobacillaceae",0.0566552083333333,0.0225288857596796,"Weissella ceti"
"Laelapidae",0.34012,NA,"Tropilaelaps mercedesae"
"Lamiaceae",0.2703,NA,"Salvia splendens"
"Lampyridae",0.24276,NA,"Photinus pyralis"
"Laniidae",0.26743,NA,"Lanius ludovicianus"
"Laridae",0.277795,0.00475415958223253,"Rynchops niger"
"Lasiosphaeriaceae",0.298522857142857,0.0155713323282303,"Lasiosphaeria miniovina"
"Lawsonellaceae",0.0832,NA,"Lawsonella clevelandensis"
"Leadbetterellaceae",0.04667,0.00383210125127195,"Jiulongibacter sediminis"
"Leeiaceae",0.04438,NA,"Leeia aquatica"
"Legeriomycetaceae",0.370014,0.0328966575809762,"Smittium culicis"
"Legionellaceae",0.0507177272727273,0.0047945722603975,"Legionella micdadei"
"Leiothrichidae",0.28559,NA,"Leiothrix lutea"
"Lemuridae",0.31592,NA,"Prolemur simus"
"Lentibulariaceae",0.19982,NA,"Genlisea aurea"
"Lentimicrobiaceae",0.04332,NA,"Lentimicrobium saccharophilum"
"Lepisosteidae",0.3063,0.0102530483272049,"Lepisosteus oculatus"
"Leporidae",0.33524,NA,"Oryctolagus cuniculus"
"Leptolyngbyaceae",0.07714,0.00709766904570458,"Leptolyngbyaceae cyanobacterium JSC-12"
"Leptosomidae",0.26927,NA,"Leptosomus discolor"
"Leptospiraceae",0.05148,0.00287344740686166,"Leptospira ryugenii"
"Leptotrichiaceae",0.0346766666666667,0.00982979823461974,"Sneathia vaginalis"
"Leucosporidiaceae",0.33529,NA,"Leucosporidium creatinivorum"
"Lewinellaceae",0.05743,0.00607439708942377,"Lewinella sp. 4G2"
"Libellulidae",0.33827,NA,"Ladona fulva"
"Lichenihabitantaceae",0.08117,0.0124951470579581,"Lichenibacterium ramalinae"
"Lichtheimiaceae",0.28518,NA,"Circinella minor"
"Limisphaeraceae",0.06988,NA,"Limisphaera ngatamarikiensis"
"Limnochordaceae",0.07446,NA,"Limnochorda pilosa"
"Lindgomycetaceae",0.28469,NA,"Clohesyomyces aquaticus"
"Lineolataceae",0.35701,NA,"Lineolata rhizophorae"
"Lingulidae",0.30922,NA,"Lingula anatina"
"Linotaeniidae",0.26029,NA,"Strigamia maritima"
"Liparidae",0.52454,NA,"Liparis tanakae"
"Lipotidae",0.33723,NA,"Lipotes vexillifer"
"Listeriaceae",0.0350366666666667,0.0021037426965609,"Listeria booriae"
"Litorivicinaceae",0.03908,NA,"Litorivicinus lipolyticus"
"Longimicrobiaceae",0.08814,NA,"Longimicrobium terrae"
"Lophiotremataceae",0.26116,NA,"Lophiotrema nucula"
"Lottiidae",0.24163,NA,"Lottia gigantea"
"Lujinxingiaceae",0.10082,NA,"Lujinxingia litoralis"
"Luteibaculaceae",0.03838,NA,"Luteibaculum oceani"
"Lybiidae",0.27826,NA,"Tricholaema leucomelas"
"Lyophyllaceae",0.307533333333333,0.0224497881207522,"Termitomyces sp. J132"
"Lysobacteraceae",0.0702988732394366,0.0101560616029887,"Lysobacter sp. A03"
"Lythraceae",0.35376,NA,"Punica granatum"
"Macrostomidae",0.31811,NA,"Macrostomum lignano"
