UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
P26754, 211, 272, 0.2493, 3.3e-05, 42, True, nucleus, 2.506, , 0, 1.0, 5.0, 3.0, 2.0, 2.0, 0, 0, 2.0, 1.0, 0, 4.0, 2.0, 3.0, 2.0, 2.0, 4.0, 0, 0, 0
P26755, 14, 121, 0.2608, 0.000901, 42, False, nucleus, 3.052, , 2.0, 0, 5.0, 9.0, 0, 4.0, 0, 3.0, 5.0, 4.0, 0, 9.0, 3.0, 0, 4.0, 5.0, 3.0, 3.0, 0, 1.0
P26783, 32, 224, 0.2783, 0.002499, 54, False, cytoplasm, 2.845, , 7.0, 0, 4.0, 7.0, 3.0, 10.0, 2.0, 2.0, 10.0, 2.0, 0, 6.0, 0, 6.0, 13.0, 4.0, 5.0, 4.0, 0, 0
P26784, 8, 162, 0.2464, 0.000627, 42, True, cytoplasm, 3.174, , 7.0, 0, 2.0, 3.0, 3.0, 11.0, 0, 0, 19.0, 3.0, 1.0, 1.0, 5.0, 3.0, 8.0, 5.0, 3.0, 5.0, 0, 2.0
P26784, 164, 197, 0.2464, 0.000627, 42, True, cytoplasm, 4.034, , 10.0, 0, 1.0, 2.0, 1.0, 1.0, 0, 0, 5.0, 2.0, 0, 1.0, 0, 1.0, 1.0, 2.0, 2.0, 1.0, 0, 2.0
P26785, 7, 160, 0.2825, 3.9e-05, 54, False, cytoplasm, 3.057, , 5.0, 0, 3.0, 3.0, 4.0, 10.0, 1.0, 0, 20.0, 3.0, 1.0, 1.0, 5.0, 3.0, 8.0, 4.0, 4.0, 5.0, 0, 2.0
P26785, 162, 196, 0.2825, 3.9e-05, 54, False, cytoplasm, 4.056, , 8.0, 0, 1.0, 2.0, 2.0, 1.0, 0, 0, 5.0, 1.0, 0, 0, 0, 1.0, 1.0, 7.0, 1.0, 2.0, 0, 2.0
P26786, 5, 184, 0.173, 0.001312, 18, False, nucleus; nucleolus; cytoplasm, 2.803, , 5.0, 0, 5.0, 9.0, 0, 7.0, 0, 2.0, 13.0, 3.0, 0, 3.0, 7.0, 9.0, 9.0, 5.0, 4.0, 6.0, 0, 2.0
P26793, 7, 216, 0.2503, 2e-06, 42, False, nucleus; nucleoplasm; nucleus; nucleolus; mitochondrion, 2.862, , 5.0, 1.0, 8.0, 14.0, 1.0, 11.0, 2.0, 3.0, 17.0, 5.0, 2.0, 1.0, 4.0, 2.0, 8.0, 8.0, 6.0, 1.0, 0, 2.0
P26793, 219, 285, 0.2503, 2e-06, 42, False, nucleus; nucleoplasm; nucleus; nucleolus; mitochondrion, 3.137, , 0, 0, 2.0, 5.0, 2.0, 5.0, 0, 0, 6.0, 3.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 0, 1.0
P26793, 287, 346, 0.2503, 2e-06, 42, False, nucleus; nucleoplasm; nucleus; nucleolus; mitochondrion, 3.198, , 0, 0, 5.0, 7.0, 3.0, 6.0, 0, 3.0, 8.0, 4.0, 0, 2.0, 2.0, 1.0, 3.0, 5.0, 0, 1.0, 1.0, 1.0
P27344, 3, 174, 0.1693, 0.001751, 18, nan, nucleus, 3.363, , 8.0, 1.0, 12.0, 23.0, 2.0, 3.0, 2.0, 4.0, 15.0, 12.0, 1.0, 9.0, 5.0, 7.0, 7.0, 12.0, 4.0, 12.0, 0, 0
P27466, 32, 116, 0.4167, 0.000194, 78, False, , 3.335, , 4.0, 0, 3.0, 4.0, 0, 6.0, 2.0, 2.0, 10.0, 3.0, 0, 2.0, 1.0, 2.0, 1.0, 1.0, 4.0, 3.0, 0, 1.0
P27466, 122, 314, 0.4167, 0.000194, 78, False, , 2.742, , 2.0, 0, 9.0, 11.0, 1.0, 9.0, 1.0, 2.0, 12.0, 5.0, 0, 1.0, 5.0, 4.0, 5.0, 6.0, 6.0, 1.0, 0, 3.0
P27466, 316, 416, 0.4167, 0.000194, 78, False, , 3.326, , 6.0, 1.0, 6.0, 9.0, 1.0, 2.0, 0, 1.0, 11.0, 12.0, 1.0, 6.0, 2.0, 7.0, 5.0, 11.0, 5.0, 2.0, 0, 1.0
P27472, 5, 266, 0.3476, 0.000258, 66, False, , 2.951, , 6.0, 2.0, 11.0, 9.0, 1.0, 15.0, 5.0, 3.0, 7.0, 3.0, 0, 5.0, 1.0, 6.0, 8.0, 9.0, 0, 3.0, 1.0, 1.0
P27472, 281, 366, 0.3476, 0.000258, 66, False, , 3.608, , 6.0, 1.0, 5.0, 3.0, 5.0, 5.0, 3.0, 2.0, 8.0, 3.0, 1.0, 5.0, 1.0, 1.0, 4.0, 3.0, 1.0, 3.0, 0, 3.0
P27472, 368, 432, 0.3476, 0.000258, 66, False, , 3.94, , 4.0, 0, 2.0, 3.0, 1.0, 4.0, 2.0, 2.0, 5.0, 5.0, 0, 2.0, 1.0, 1.0, 3.0, 3.0, 4.0, 3.0, 0, 0
P27472, 439, 596, 0.3476, 0.000258, 66, False, , 3.412, , 4.0, 0, 9.0, 9.0, 3.0, 6.0, 1.0, 4.0, 3.0, 4.0, 1.0, 8.0, 7.0, 4.0, 7.0, 2.0, 3.0, 7.0, 0, 3.0
P27472, 600, 639, 0.3476, 0.000258, 66, False, , 3.464, , 4.0, 0, 3.0, 4.0, 0, 4.0, 0, 0, 0, 3.0, 1.0, 2.0, 1.0, 2.0, 4.0, 1.0, 0, 2.0, 0, 2.0
P27476, 169, 243, 0.0293, 0.000604, 6, False, nucleus; nucleolus; nucleus, 2.188, , 0, 0, 6.0, 7.0, 0, 8.0, 1.0, 1.0, 3.0, 0, 1.0, 1.0, 1.0, 2.0, 5.0, 3.0, 1.0, 0, 1.0, 1.0
P27476, 253, 342, 0.0293, 0.000604, 6, False, nucleus; nucleolus; nucleus, 2.808, , 4.0, 0, 6.0, 6.0, 3.0, 6.0, 0, 0, 5.0, 0, 1.0, 4.0, 4.0, 2.0, 3.0, 4.0, 3.0, 1.0, 0, 1.0
P27515, 22, 270, 0.297, 0.000432, 54, nan, nucleus; cytoplasm, 3.265, , 6.0, 0, 14.0, 9.0, 1.0, 10.0, 2.0, 4.0, 16.0, 7.0, 2.0, 8.0, 7.0, 1.0, 6.0, 10.0, 6.0, 7.0, 2.0, 2.0
P27515, 274, 498, 0.297, 0.000432, 54, nan, nucleus; cytoplasm, 2.987, , 4.0, 3.0, 7.0, 8.0, 4.0, 7.0, 5.0, 3.0, 7.0, 4.0, 1.0, 13.0, 6.0, 7.0, 5.0, 8.0, 7.0, 1.0, 0, 0
P27616, 15, 110, 0.4733, 0.000349, 90, True, , 3.391, , 5.0, 0, 6.0, 6.0, 2.0, 3.0, 1.0, 2.0, 7.0, 3.0, 1.0, 2.0, 4.0, 1.0, 2.0, 5.0, 2.0, 2.0, 1.0, 2.0
P27616, 115, 300, 0.4733, 0.000349, 90, True, , 2.642, , 5.0, 0, 10.0, 14.0, 0, 14.0, 1.0, 1.0, 12.0, 2.0, 0, 5.0, 4.0, 4.0, 4.0, 3.0, 4.0, 4.0, 0, 2.0
P27636, 15, 100, 0.2218, 0.000126, 30, nan, bud neck; cytoplasm; cytoskeleton; spindle pole, 3.007, , 2.0, 0, 3.0, 6.0, 0, 4.0, 3.0, 3.0, 6.0, 3.0, 0, 6.0, 0, 4.0, 3.0, 5.0, 1.0, 3.0, 0, 3.0
P27636, 106, 272, 0.2218, 0.000126, 30, nan, bud neck; cytoplasm; cytoskeleton; spindle pole, 3.333, , 6.0, 0, 5.0, 3.0, 0, 8.0, 1.0, 1.0, 4.0, 4.0, 0, 9.0, 0, 1.0, 5.0, 9.0, 7.0, 3.0, 0, 4.0
P27636, 337, 550, 0.2218, 0.000126, 30, nan, bud neck; cytoplasm; cytoskeleton; spindle pole, 3.221, , 4.0, 1.0, 9.0, 5.0, 3.0, 3.0, 6.0, 6.0, 11.0, 3.0, 0, 3.0, 5.0, 4.0, 4.0, 13.0, 6.0, 2.0, 0, 3.0
P27636, 620, 941, 0.2218, 0.000126, 30, nan, bud neck; cytoplasm; cytoskeleton; spindle pole, 3.039, , 13.0, 1.0, 20.0, 7.0, 2.0, 6.0, 2.0, 2.0, 17.0, 6.0, 0, 18.0, 7.0, 7.0, 5.0, 16.0, 7.0, 8.0, 1.0, 4.0
P27637, 265, 393, 0.2452, 0.001232, 42, False, , 3.745, , 8.0, 1.0, 13.0, 4.0, 4.0, 9.0, 1.0, 8.0, 5.0, 5.0, 1.0, 10.0, 4.0, 5.0, 3.0, 15.0, 3.0, 3.0, 1.0, 4.0
P27692, 276, 372, 0.2528, 8.9e-05, 42, False, nucleus; mitochondrion; chromosome, 3.26, , 1.0, 0, 2.0, 2.0, 2.0, 5.0, 0, 0, 10.0, 8.0, 1.0, 3.0, 4.0, 3.0, 5.0, 4.0, 2.0, 1.0, 0, 2.0
P27692, 387, 509, 0.2528, 8.9e-05, 42, False, nucleus; mitochondrion; chromosome, 3.09, , 3.0, 0, 6.0, 4.0, 2.0, 5.0, 1.0, 3.0, 6.0, 5.0, 1.0, 5.0, 4.0, 7.0, 8.0, 4.0, 6.0, 2.0, 0, 1.0
P27692, 518, 632, 0.2528, 8.9e-05, 42, False, nucleus; mitochondrion; chromosome, 3.177, , 4.0, 0, 1.0, 6.0, 0, 10.0, 2.0, 2.0, 7.0, 2.0, 1.0, 2.0, 4.0, 7.0, 3.0, 6.0, 10.0, 2.0, 0, 0
P27692, 648, 754, 0.2528, 8.9e-05, 42, False, nucleus; mitochondrion; chromosome, 3.473, , 6.0, 0, 2.0, 4.0, 0, 8.0, 1.0, 2.0, 7.0, 1.0, 0, 5.0, 0, 3.0, 3.0, 6.0, 6.0, 5.0, 0, 0
P27692, 804, 864, 0.2528, 8.9e-05, 42, False, nucleus; mitochondrion; chromosome, 2.335, , 1.0, 0, 3.0, 3.0, 0, 7.0, 3.0, 1.0, 6.0, 0, 0, 4.0, 0, 0, 5.0, 1.0, 1.0, 2.0, 0, 0
P27705, 39, 114, 0.2069, 0.003987, 30, nan, nucleus, 3.29, , 3.0, 1.0, 2.0, 2.0, 1.0, 5.0, 4.0, 4.0, 6.0, 1.0, 0, 2.0, 5.0, 0, 9.0, 6.0, 4.0, 3.0, 0, 0
P27705, 326, 392, 0.2069, 0.003987, 30, nan, nucleus, 3.267, , 0, 0, 7.0, 6.0, 1.0, 5.0, 1.0, 1.0, 4.0, 6.0, 2.0, 4.0, 2.0, 3.0, 2.0, 11.0, 9.0, 1.0, 0, 2.0
P27882, 88, 184, 0.2568, 0.000713, 42, False, mitochondrion intermembrane space, 2.538, , 2.0, 1.0, 3.0, 5.0, 1.0, 3.0, 1.0, 2.0, 10.0, 3.0, 0, 4.0, 2.0, 5.0, 5.0, 3.0, 2.0, 0, 1.0, 0
P27895, 36, 229, 0.1462, 0.000502, 6, nan, mitochondrion; cytoplasm; cytoskeleton; spindle, 3.768, , 3.0, 2.0, 11.0, 8.0, 5.0, 16.0, 0, 7.0, 9.0, 9.0, 4.0, 12.0, 2.0, 5.0, 4.0, 17.0, 14.0, 5.0, 0, 7.0
P27895, 309, 494, 0.1462, 0.000502, 6, nan, mitochondrion; cytoplasm; cytoskeleton; spindle, 3.586, , 6.0, 1.0, 6.0, 7.0, 2.0, 11.0, 4.0, 7.0, 17.0, 12.0, 4.0, 11.0, 2.0, 9.0, 4.0, 13.0, 6.0, 4.0, 0, 2.0
P27895, 521, 739, 0.1462, 0.000502, 6, nan, mitochondrion; cytoplasm; cytoskeleton; spindle, 3.686, , 5.0, 3.0, 11.0, 23.0, 7.0, 0, 5.0, 18.0, 30.0, 25.0, 9.0, 19.0, 2.0, 17.0, 5.0, 13.0, 12.0, 6.0, 0, 6.0
P27895, 741, 881, 0.1462, 0.000502, 6, nan, mitochondrion; cytoplasm; cytoskeleton; spindle, 3.584, , 5.0, 1.0, 9.0, 14.0, 7.0, 1.0, 4.0, 6.0, 13.0, 11.0, 6.0, 20.0, 1.0, 5.0, 3.0, 14.0, 9.0, 7.0, 1.0, 2.0
P27895, 884, 951, 0.1462, 0.000502, 6, nan, mitochondrion; cytoplasm; cytoskeleton; spindle, 3.603, , 1.0, 0, 5.0, 6.0, 1.0, 1.0, 3.0, 10.0, 7.0, 4.0, 3.0, 12.0, 1.0, 2.0, 0, 4.0, 5.0, 1.0, 0, 2.0
P27929, 4, 161, 0.2301, 0.002761, 42, False, mitochondrion, 3.743, , 7.0, 0, 4.0, 5.0, 4.0, 10.0, 2.0, 1.0, 14.0, 13.0, 2.0, 2.0, 4.0, 5.0, 6.0, 6.0, 4.0, 3.0, 1.0, 3.0
P27929, 173, 234, 0.2301, 0.002761, 42, False, mitochondrion, 2.849, , 1.0, 0, 2.0, 8.0, 1.0, 0, 0, 2.0, 9.0, 5.0, 0, 5.0, 2.0, 5.0, 1.0, 3.0, 2.0, 1.0, 2.0, 2.0
P27929, 236, 361, 0.2301, 0.002761, 42, False, mitochondrion, 2.285, , 1.0, 0, 4.0, 12.0, 1.0, 6.0, 0, 2.0, 9.0, 0, 1.0, 6.0, 2.0, 4.0, 4.0, 7.0, 6.0, 0, 0, 0
P27929, 430, 483, 0.2301, 0.002761, 42, False, mitochondrion, 4.494, , 4.0, 1.0, 2.0, 2.0, 3.0, 1.0, 3.0, 2.0, 1.0, 4.0, 1.0, 1.0, 5.0, 1.0, 3.0, 4.0, 1.0, 5.0, 0, 4.0
P27999, 63, 111, 0.3821, 0.000905, 78, True, nucleus; nucleolus, 2.609, , 0, 1.0, 3.0, 2.0, 0, 0, 1.0, 1.0, 2.0, 1.0, 1.0, 0, 3.0, 3.0, 5.0, 6.0, 3.0, 0, 0, 0
P28000, 48, 141, 0.2673, 0.000193, 54, True, nucleus; nucleolus, 3.48, , 2.0, 1.0, 6.0, 8.0, 2.0, 5.0, 2.0, 1.0, 6.0, 3.0, 3.0, 2.0, 3.0, 3.0, 0, 4.0, 2.0, 4.0, 0, 2.0
P28004, 200, 351, 0.2127, 8e-05, 30, nan, nucleus, 3.446, , 14.0, 0, 7.0, 15.0, 4.0, 5.0, 2.0, 5.0, 17.0, 13.0, 3.0, 6.0, 4.0, 11.0, 11.0, 11.0, 6.0, 5.0, 0, 6.0
P28005, 7, 169, 0.2558, 0.013684, 42, nan, nucleus; cytoplasm, 3.335, , 4.0, 1.0, 10.0, 7.0, 2.0, 6.0, 2.0, 7.0, 11.0, 5.0, 2.0, 10.0, 1.0, 4.0, 4.0, 11.0, 4.0, 3.0, 0, 2.0
P28007, 38, 121, 0.1328, 0.000847, 6, False, nucleus; nucleolus, 3.06, , 2.0, 1.0, 3.0, 7.0, 2.0, 7.0, 1.0, 2.0, 5.0, 2.0, 0, 3.0, 3.0, 2.0, 2.0, 1.0, 3.0, 0, 0, 1.0
P28239, 2, 308, 0.426, 0.00012, 78, nan, mitochondrion, 3.061, , 4.0, 1.0, 9.0, 14.0, 1.0, 16.0, 3.0, 4.0, 15.0, 9.0, 1.0, 12.0, 8.0, 7.0, 7.0, 11.0, 4.0, 5.0, 2.0, 2.0
P28240, 15, 263, 0.5204, 0.070195, 90, nan, secreted; extracellular space; extracellular matrix; cytoplasm; vacuole, 3.43, , 10.0, 0, 8.0, 13.0, 3.0, 10.0, 3.0, 2.0, 13.0, 4.0, 2.0, 5.0, 6.0, 4.0, 2.0, 9.0, 9.0, 7.0, 1.0, 1.0
P28240, 270, 384, 0.5204, 0.070195, 90, nan, secreted; extracellular space; extracellular matrix; cytoplasm; vacuole, 2.214, , 2.0, 0, 4.0, 13.0, 0, 6.0, 2.0, 0, 6.0, 2.0, 1.0, 3.0, 2.0, 3.0, 4.0, 4.0, 2.0, 0, 0, 2.0
P28240, 388, 474, 0.5204, 0.070195, 90, nan, secreted; extracellular space; extracellular matrix; cytoplasm; vacuole, 3.59, , 4.0, 1.0, 5.0, 5.0, 1.0, 4.0, 1.0, 3.0, 2.0, 2.0, 1.0, 2.0, 4.0, 3.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0
P28240, 476, 550, 0.5204, 0.070195, 90, nan, secreted; extracellular space; extracellular matrix; cytoplasm; vacuole, 3.936, , 8.0, 0, 5.0, 1.0, 1.0, 8.0, 2.0, 1.0, 5.0, 4.0, 2.0, 2.0, 0, 5.0, 2.0, 2.0, 4.0, 4.0, 1.0, 1.0
P28241, 38, 367, 0.3636, 4.5e-05, 78, True, mitochondrion matrix, 3.318, , 8.0, 1.0, 12.0, 12.0, 1.0, 23.0, 2.0, 6.0, 12.0, 5.0, 1.0, 9.0, 9.0, 4.0, 5.0, 10.0, 12.0, 4.0, 0, 0
P28263, 4, 156, 0.2449, 0.000341, 42, nan, cytoplasm, 2.678, , 1.0, 0, 9.0, 8.0, 0, 7.0, 0, 0, 11.0, 6.0, 3.0, 6.0, 1.0, 4.0, 2.0, 5.0, 2.0, 1.0, 1.0, 1.0
P28272, 8, 306, 0.5848, 0.019907, 90, False, cytoplasm, 2.855, , 5.0, 0, 11.0, 17.0, 3.0, 21.0, 1.0, 2.0, 14.0, 4.0, 0, 8.0, 10.0, 3.0, 3.0, 6.0, 5.0, 2.0, 0, 4.0
P28273, 7, 89, 0.464, 0.00023, 90, True, cytoplasm, 4.094, , 3.0, 1.0, 4.0, 1.0, 1.0, 7.0, 1.0, 3.0, 3.0, 4.0, 1.0, 3.0, 4.0, 1.0, 3.0, 2.0, 5.0, 3.0, 0, 0
P28273, 91, 265, 0.464, 0.00023, 90, True, cytoplasm, 3.466, , 2.0, 0, 7.0, 9.0, 3.0, 9.0, 1.0, 7.0, 11.0, 4.0, 1.0, 6.0, 5.0, 2.0, 5.0, 12.0, 2.0, 5.0, 0, 2.0
P28273, 267, 364, 0.464, 0.00023, 90, True, cytoplasm, 3.948, , 4.0, 1.0, 5.0, 2.0, 2.0, 15.0, 4.0, 5.0, 3.0, 2.0, 1.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 0, 0
P28273, 370, 524, 0.464, 0.00023, 90, True, cytoplasm, 3.67, , 7.0, 1.0, 7.0, 8.0, 2.0, 13.0, 2.0, 5.0, 6.0, 5.0, 1.0, 4.0, 5.0, 1.0, 7.0, 5.0, 1.0, 4.0, 0, 3.0
P28273, 533, 639, 0.464, 0.00023, 90, True, cytoplasm, 2.364, , 1.0, 0, 5.0, 12.0, 1.0, 4.0, 0, 0, 9.0, 3.0, 1.0, 2.0, 2.0, 3.0, 4.0, 6.0, 1.0, 1.0, 0, 1.0
P28273, 648, 729, 0.464, 0.00023, 90, True, cytoplasm, 3.287, , 1.0, 0, 5.0, 3.0, 2.0, 3.0, 2.0, 4.0, 7.0, 1.0, 0, 4.0, 2.0, 2.0, 0, 4.0, 3.0, 2.0, 1.0, 1.0
P28273, 749, 973, 0.464, 0.00023, 90, True, cytoplasm, 3.174, , 7.0, 0, 3.0, 10.0, 0, 16.0, 2.0, 2.0, 13.0, 3.0, 0, 2.0, 6.0, 1.0, 5.0, 9.0, 7.0, 3.0, 0, 2.0
P28273, 975, 1274, 0.464, 0.00023, 90, True, cytoplasm, 2.972, , 8.0, 1.0, 8.0, 8.0, 1.0, 40.0, 2.0, 1.0, 17.0, 2.0, 0, 8.0, 3.0, 5.0, 9.0, 9.0, 8.0, 3.0, 0, 3.0
P28274, 3, 292, 0.378, 0.000714, 78, False, , 3.209, , 5.0, 0, 13.0, 15.0, 2.0, 26.0, 4.0, 6.0, 14.0, 3.0, 3.0, 4.0, 5.0, 2.0, 3.0, 7.0, 7.0, 3.0, 0, 1.0
P28274, 294, 565, 0.378, 0.000714, 78, False, , 2.671, , 0, 0, 12.0, 13.0, 3.0, 14.0, 3.0, 1.0, 13.0, 5.0, 2.0, 9.0, 4.0, 2.0, 6.0, 6.0, 5.0, 3.0, 0, 1.0
P28320, 18, 114, 0.2226, 0.001235, 30, nan, nucleus, 3.317, , 4.0, 1.0, 2.0, 5.0, 0, 4.0, 1.0, 1.0, 12.0, 5.0, 3.0, 5.0, 1.0, 0, 3.0, 8.0, 1.0, 2.0, 0, 1.0
P28495, 4, 230, 0.3591, 0.0011, 66, True, , 2.624, , 2.0, 1.0, 15.0, 18.0, 3.0, 10.0, 1.0, 3.0, 8.0, 4.0, 0, 15.0, 4.0, 6.0, 1.0, 7.0, 3.0, 2.0, 0, 2.0
P28519, 163, 288, 0.2812, 0.003103, 54, nan, nucleus, 2.572, , 3.0, 0, 7.0, 14.0, 2.0, 4.0, 4.0, 3.0, 9.0, 2.0, 1.0, 3.0, 8.0, 3.0, 2.0, 1.0, 3.0, 0, 1.0, 1.0
P28519, 340, 369, 0.2812, 0.003103, 54, nan, nucleus, 3.3, , 0, 2.0, 5.0, 4.0, 0, 4.0, 0, 2.0, 0, 1.0, 0, 0, 1.0, 1.0, 3.0, 0, 2.0, 1.0, 0, 1.0
P28625, 6, 147, 0.1484, 5.1e-05, 6, nan, lipid droplet; mitochondrion, 3.579, , 4.0, 0, 6.0, 5.0, 1.0, 6.0, 3.0, 4.0, 6.0, 3.0, 0, 4.0, 6.0, 2.0, 2.0, 4.0, 4.0, 5.0, 1.0, 2.0
P28625, 149, 309, 0.1484, 5.1e-05, 6, nan, lipid droplet; mitochondrion, 3.06, , 3.0, 0, 10.0, 4.0, 4.0, 8.0, 1.0, 3.0, 10.0, 2.0, 0, 8.0, 3.0, 2.0, 2.0, 8.0, 2.0, 2.0, 1.0, 5.0
P28625, 315, 363, 0.1484, 5.1e-05, 6, nan, lipid droplet; mitochondrion, 3.755, , 1.0, 0, 2.0, 4.0, 2.0, 3.0, 0, 4.0, 7.0, 1.0, 3.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0, 2.0
P28707, 6, 137, 0.435, 1.4e-05, 90, True, , 2.623, , 3.0, 0, 9.0, 12.0, 1.0, 3.0, 5.0, 0, 9.0, 1.0, 1.0, 4.0, 5.0, 3.0, 0, 3.0, 4.0, 5.0, 1.0, 0
P28708, 178, 513, 0.2625, 5e-06, 54, nan, cytoplasm, 2.56, , 10.0, 1.0, 14.0, 11.0, 1.0, 9.0, 1.0, 1.0, 14.0, 2.0, 4.0, 13.0, 11.0, 8.0, 15.0, 12.0, 7.0, 3.0, 0, 1.0
P28742, 52, 435, 0.0912, 0.000678, 6, nan, cytoplasm; cytoskeleton; spindle, 2.847, , 5.0, 1.0, 16.0, 15.0, 2.0, 19.0, 7.0, 4.0, 17.0, 10.0, 2.0, 21.0, 4.0, 13.0, 9.0, 20.0, 7.0, 5.0, 0, 3.0
P28742, 456, 791, 0.0912, 0.000678, 6, nan, cytoplasm; cytoskeleton; spindle, 3.684, , 4.0, 4.0, 19.0, 25.0, 11.0, 4.0, 9.0, 28.0, 28.0, 40.0, 6.0, 40.0, 0, 33.0, 10.0, 35.0, 18.0, 9.0, 1.0, 8.0
P28742, 793, 964, 0.0912, 0.000678, 6, nan, cytoplasm; cytoskeleton; spindle, 3.928, , 6.0, 4.0, 10.0, 13.0, 5.0, 3.0, 3.0, 14.0, 10.0, 11.0, 4.0, 18.0, 2.0, 7.0, 2.0, 17.0, 10.0, 5.0, 0, 0
P28743, 99, 430, 0.1057, 0.002817, 6, nan, cytoplasm; cytoskeleton, 3.398, , 6.0, 0, 10.0, 18.0, 5.0, 26.0, 4.0, 8.0, 15.0, 8.0, 6.0, 12.0, 7.0, 5.0, 16.0, 37.0, 15.0, 8.0, 1.0, 5.0
P28743, 440, 504, 0.1057, 0.002817, 6, nan, cytoplasm; cytoskeleton, 4.164, , 4.0, 1.0, 4.0, 1.0, 1.0, 1.0, 2.0, 5.0, 4.0, 5.0, 1.0, 5.0, 2.0, 0, 5.0, 7.0, 4.0, 4.0, 0, 0
P28743, 565, 688, 0.1057, 0.002817, 6, nan, cytoplasm; cytoskeleton, 3.811, , 7.0, 2.0, 8.0, 13.0, 1.0, 5.0, 1.0, 5.0, 14.0, 15.0, 6.0, 1.0, 1.0, 5.0, 8.0, 4.0, 5.0, 4.0, 0, 3.0
P28777, 4, 373, 0.5916, 0.000102, 90, True, , 3.313, , 10.0, 2.0, 7.0, 13.0, 7.0, 35.0, 3.0, 3.0, 19.0, 5.0, 0, 8.0, 10.0, 5.0, 5.0, 14.0, 8.0, 2.0, 0, 1.0
P28778, 3, 130, 0.2443, 0.003651, 42, nan, mitochondrion, 3.301, , 3.0, 0, 5.0, 5.0, 1.0, 5.0, 0, 5.0, 11.0, 4.0, 0, 4.0, 3.0, 3.0, 5.0, 9.0, 3.0, 3.0, 0, 2.0
P28789, 5, 106, 0.6184, 0.002956, 90, True, , 3.151, , 1.0, 0, 8.0, 4.0, 1.0, 7.0, 1.0, 2.0, 12.0, 7.0, 0, 1.0, 4.0, 3.0, 1.0, 3.0, 3.0, 1.0, 0, 4.0
P28789, 111, 195, 0.6184, 0.002956, 90, True, , 2.78, , 4.0, 0, 4.0, 2.0, 2.0, 5.0, 0, 0, 6.0, 0, 2.0, 2.0, 4.0, 3.0, 5.0, 3.0, 0, 1.0, 0, 1.0
P28789, 206, 319, 0.6184, 0.002956, 90, True, , 3.156, , 5.0, 2.0, 4.0, 15.0, 0, 8.0, 0, 3.0, 8.0, 3.0, 1.0, 2.0, 1.0, 1.0, 4.0, 1.0, 3.0, 2.0, 0, 0
P28817, 40, 404, 0.3947, 0.001533, 78, False, mitochondrion, 2.964, , 9.0, 0, 11.0, 16.0, 4.0, 13.0, 1.0, 1.0, 14.0, 3.0, 1.0, 11.0, 7.0, 6.0, 5.0, 11.0, 7.0, 6.0, 0, 2.0
P28817, 438, 499, 0.3947, 0.001533, 78, False, mitochondrion, 2.658, , 2.0, 0, 3.0, 5.0, 0, 4.0, 0, 1.0, 5.0, 2.0, 0, 4.0, 1.0, 1.0, 4.0, 2.0, 3.0, 1.0, 0, 0
P28834, 25, 359, 0.3852, 0.002933, 78, True, mitochondrion, 2.83, , 6.0, 0, 14.0, 11.0, 0, 32.0, 5.0, 2.0, 17.0, 4.0, 2.0, 10.0, 5.0, 6.0, 7.0, 6.0, 8.0, 4.0, 0, 2.0
P29029, 29, 323, 0.3198, 0.003473, 66, nan, secreted; secreted; cell wall, 3.294, , 12.0, 0, 10.0, 13.0, 0, 20.0, 0, 0, 2.0, 2.0, 0, 8.0, 2.0, 7.0, 0, 24.0, 21.0, 2.0, 0, 1.0
P29029, 485, 560, 0.3198, 0.003473, 66, nan, secreted; secreted; cell wall, 3.598, , 6.0, 0, 3.0, 4.0, 1.0, 6.0, 1.0, 0, 3.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 7.0, 3.0, 1.0, 0, 3.0
P29055, 122, 230, 0.2464, 2.5e-05, 42, nan, nucleus, 2.327, , 4.0, 0, 7.0, 8.0, 1.0, 4.0, 2.0, 1.0, 9.0, 0, 1.0, 4.0, 1.0, 1.0, 1.0, 2.0, 3.0, 0, 0, 0
P29055, 239, 338, 0.2464, 2.5e-05, 42, nan, nucleus, 2.938, , 4.0, 0, 2.0, 5.0, 0, 6.0, 1.0, 2.0, 7.0, 0, 1.0, 2.0, 5.0, 5.0, 1.0, 4.0, 4.0, 1.0, 0, 0
P29056, 76, 168, 0.1317, 0.007989, 6, nan, nucleus, 2.762, , 5.0, 0, 2.0, 3.0, 0, 2.0, 3.0, 1.0, 7.0, 2.0, 1.0, 4.0, 1.0, 4.0, 4.0, 4.0, 1.0, 1.0, 0, 3.0
