UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA , C_SASA , D_SASA , E_SASA , F_SASA , G_SASA , H_SASA , I_SASA , K_SASA , L_SASA , M_SASA , N_SASA , P_SASA , Q_SASA , R_SASA , S_SASA , T_SASA , V_SASA , W_SASA , Y_SASA
P32591, 310, 394, 0.2167, 0.000882, 30, True, nucleus, 2.75, , 83.84, 0, 61.22, 390.3, 111.03, 75.2, 0, 69.97, 647.54, 140.79, 0, 572.69, 186.86, 265.76, 963.47, 374.17, 149.93, 150.72, 0, 303.94
P32591, 519, 564, 0.2167, 0.000882, 30, True, nucleus, 3.47, , 132.92, 0, 164.98, 695.93, 282.27, 142.29, 0, 157.98, 354.32, 354.9, 0, 230.58, 0, 519.39, 0, 44.57, 0, 0, 0, 181.99
P32591, 654, 769, 0.2167, 0.000882, 30, True, nucleus, 3.751, , 239.53, 0, 344.8, 1494.0, 657.96, 92.82, 392.35, 948.43, 1073.36, 1560.28, 351.08, 1244.71, 0, 672.28, 1142.08, 669.44, 200.42, 212.11, 0, 154.17
P32597, 54, 123, 0.2152, 0.000428, 30, nan, nucleus, 3.297, , 173.63, 0, 664.97, 528.11, 172.07, 55.92, 205.35, 294.29, 1006.82, 1046.14, 0, 271.73, 74.57, 673.82, 707.97, 103.21, 227.66, 81.58, 0, 460.57
P32597, 244, 276, 0.2152, 0.000428, 30, nan, nucleus, 3.723, , 42.15, 0, 0, 0, 0, 0, 250.53, 193.62, 732.29, 641.16, 0, 289.33, 106.75, 314.48, 366.09, 189.92, 101.52, 86.01, 0, 188.28
P32597, 323, 368, 0.2152, 0.000428, 30, nan, nucleus, 3.224, , 48.21, 86.15, 153.51, 513.24, 410.99, 66.54, 112.25, 352.23, 564.65, 388.27, 121.33, 165.73, 0, 787.81, 841.63, 185.86, 0, 0, 178.8, 0
P32597, 400, 1090, 0.2152, 0.000428, 30, nan, nucleus, 2.654, , 835.98, 0, 3504.67, 4983.43, 180.39, 1074.16, 592.44, 754.51, 5214.34, 1088.31, 338.32, 1827.8, 851.83, 1774.39, 3851.46, 1014.3, 1434.87, 734.25, 0, 466.62
P32597, 1251, 1353, 0.2152, 0.000428, 30, nan, nucleus, 2.538, , 0, 0, 399.37, 1463.14, 144.83, 109.92, 0, 77.74, 1128.4, 173.07, 0, 109.67, 217.22, 109.0, 328.34, 208.66, 221.91, 206.39, 138.66, 118.25
P32598, 11, 294, 0.3367, 3.6e-05, 66, False, nucleus; cytoplasm, 2.439, , 0, 57.39, 1439.77, 1961.22, 95.88, 377.5, 0, 408.37, 1565.36, 109.52, 147.54, 319.2, 391.58, 323.6, 1388.65, 438.22, 0, 240.09, 0, 258.37
P32599, 6, 84, 0.2218, 1e-05, 30, False, , 2.072, , 183.22, 0, 672.02, 908.92, 140.59, 219.14, 121.57, 0, 714.43, 148.89, 0, 0, 108.04, 405.82, 738.24, 161.61, 141.07, 0, 0, 89.21
P32599, 113, 637, 0.2218, 1e-05, 30, False, , 2.723, , 643.84, 0, 2078.47, 2738.78, 486.77, 1074.13, 368.53, 204.73, 3119.09, 662.86, 77.31, 968.65, 1032.01, 1345.23, 1211.41, 981.8, 1274.13, 315.57, 0, 0
P32601, 3, 138, 1.1467, nan, 90, nan, , 2.667, , 126.6, 0, 1177.11, 975.25, 0, 206.44, 145.58, 249.53, 372.5, 0, 89.91, 499.7, 236.35, 323.7, 719.33, 472.03, 433.53, 204.61, 214.0, 0
P32604, 12, 442, 0.3474, 1.6e-05, 66, nan, , 2.331, , 173.89, 0, 1048.86, 2572.05, 190.92, 444.41, 267.86, 256.14, 3275.29, 293.67, 0, 1312.06, 870.82, 1097.84, 978.61, 584.97, 323.24, 281.48, 0, 328.94
P32605, 1, 293, 0.2147, 0.000407, 30, nan, nucleus, 2.421, , 459.56, 0, 423.3, 1962.68, 102.06, 287.55, 274.08, 362.48, 4096.01, 646.55, 339.57, 1324.83, 759.18, 1566.76, 3172.78, 1143.03, 884.2, 307.33, 0, 0
P32606, 56, 101, 0.1365, 0.00484, 6, nan, mitochondrion, 3.386, , 32.95, 0, 407.17, 744.77, 0, 158.65, 171.67, 406.88, 762.07, 302.61, 176.31, 464.38, 0, 117.83, 202.82, 155.85, 373.82, 164.5, 0, 275.43
P32606, 150, 732, 0.1365, 0.00484, 6, nan, mitochondrion, 2.285, , 98.7, 0, 2093.61, 2931.35, 333.59, 661.57, 610.54, 501.08, 4527.18, 656.04, 123.19, 2638.34, 672.63, 1072.06, 2246.35, 1857.44, 584.02, 174.57, 0, 641.37
P32607, 20, 46, 0.1744, 0.001526, 18, nan, nucleus, 2.908, , 0, 0, 433.63, 80.87, 153.4, 0, 0, 296.39, 478.13, 185.36, 0, 77.27, 70.44, 125.51, 863.46, 91.32, 0, 0, 0, 372.89
P32607, 80, 104, 0.1744, 0.001526, 18, nan, nucleus, 3.354, , 42.53, 0, 76.16, 98.65, 0, 39.74, 106.13, 210.7, 170.81, 118.34, 0, 325.67, 0, 540.8, 205.53, 49.49, 156.98, 166.87, 0, 134.56
P32608, 12, 505, 0.306, 0.000228, 54, True, , 2.802, , 380.96, 55.25, 1544.11, 2917.36, 100.18, 849.08, 708.12, 182.51, 2655.39, 777.65, 0, 605.99, 537.47, 910.18, 1396.63, 764.15, 703.77, 568.28, 140.26, 600.96
P32608, 540, 585, 0.306, 0.000228, 54, True, , 3.605, , 62.08, 0, 216.52, 289.92, 84.7, 105.7, 0, 88.61, 874.29, 348.5, 0, 0, 0, 95.75, 1011.04, 216.61, 130.94, 419.71, 0, 153.73
P32611, 74, 344, 0.318, 0.002375, 66, nan, mitochondrion, 3.165, , 335.44, 114.93, 310.02, 920.6, 0, 790.35, 509.22, 568.39, 2535.42, 343.76, 0, 584.31, 706.78, 859.39, 2725.61, 431.07, 552.66, 1029.66, 309.9, 454.66
P32613, 3, 145, 0.3684, 0.00324, 78, nan, golgi apparatus; trans-golgi network, 3.149, , 301.19, 93.02, 677.41, 1348.99, 100.12, 150.51, 138.58, 182.98, 1046.97, 739.2, 134.41, 253.91, 179.74, 369.9, 534.86, 572.23, 77.48, 187.05, 0, 0
P32614, 5, 468, 0.5786, 0.000991, 90, True, cytoplasm, 2.649, , 167.92, 62.77, 908.11, 2240.33, 418.98, 453.19, 294.9, 93.79, 3326.29, 261.31, 117.82, 1294.3, 475.73, 771.32, 612.74, 963.65, 691.43, 206.7, 0, 0
P32617, 114, 155, 0.3233, 0.006897, 66, nan, nucleus, 3.363, , 129.93, 0, 55.78, 273.29, 140.01, 104.25, 0, 0, 369.15, 324.82, 0, 72.52, 324.81, 217.17, 119.39, 0, 184.12, 0, 0, 401.29
P32618, 53, 136, 0.2567, 0.000146, 42, nan, , 3.533, , 281.47, 91.9, 269.27, 537.61, 260.15, 228.38, 132.46, 321.66, 658.4, 279.71, 133.29, 817.63, 314.16, 207.07, 143.51, 216.81, 295.82, 82.84, 0, 253.17
P32618, 402, 688, 0.2567, 0.000146, 42, nan, , 3.557, , 1681.23, 0, 1941.12, 2010.53, 804.25, 453.01, 986.34, 1466.3, 2096.56, 3589.63, 830.39, 5201.53, 1333.96, 2514.97, 1401.31, 3832.54, 2175.87, 354.32, 630.43, 1615.96
P32626, 7, 223, 0.3581, 0.000629, 66, False, nucleus; cytoplasm, 2.655, , 503.53, 0, 1169.4, 647.65, 0, 372.6, 389.83, 149.68, 1560.0, 108.12, 0, 640.53, 639.38, 1065.6, 595.06, 631.2, 318.11, 132.51, 0, 93.86
P32628, 4, 70, 0.4071, 0.001156, 78, True, cytoplasm; nucleus, 2.759, , 0, 66.97, 367.76, 609.69, 148.91, 194.56, 0, 0, 861.69, 85.02, 119.44, 0, 192.82, 485.96, 0, 623.72, 60.37, 81.01, 0, 0
P32628, 142, 191, 0.4071, 0.001156, 78, True, cytoplasm; nucleus, 2.53, , 0, 0, 118.17, 982.67, 155.7, 142.25, 0, 0, 0, 122.56, 256.33, 296.46, 0, 124.06, 921.76, 0, 104.4, 170.87, 0, 0
P32628, 261, 304, 0.4071, 0.001156, 78, True, cytoplasm; nucleus, 3.8, , 246.32, 0, 0, 516.64, 0, 46.85, 114.84, 0, 0, 335.42, 271.59, 207.35, 313.85, 243.99, 420.58, 294.17, 0, 247.32, 0, 121.35
P32628, 357, 392, 0.4071, 0.001156, 78, True, cytoplasm; nucleus, 3.236, , 120.83, 0, 379.58, 434.81, 278.06, 68.43, 0, 118.89, 134.15, 176.56, 0, 187.13, 0, 281.92, 250.56, 46.12, 0, 0, 0, 0
P32634, 4, 287, 0.1921, 4e-06, 18, nan, cytoplasm, 3.352, , 263.47, 124.13, 843.78, 1672.65, 203.29, 261.9, 290.9, 866.42, 1350.83, 999.24, 269.25, 1780.3, 1091.97, 1045.29, 762.81, 1123.9, 747.74, 246.61, 0, 486.18
P32634, 345, 482, 0.1921, 4e-06, 18, nan, cytoplasm, 3.814, , 220.88, 55.2, 186.96, 329.62, 316.9, 235.34, 371.73, 514.83, 499.62, 679.84, 239.8, 644.14, 471.57, 536.57, 440.16, 761.16, 421.42, 143.36, 114.49, 592.96
P32634, 549, 630, 0.1921, 4e-06, 18, nan, cytoplasm, 3.943, , 237.72, 0, 486.48, 662.84, 281.93, 177.41, 0, 563.64, 435.17, 600.81, 165.86, 429.76, 102.64, 0, 639.93, 518.8, 306.02, 99.36, 114.25, 1160.13
P32634, 1107, 1234, 0.1921, 4e-06, 18, nan, cytoplasm, 3.651, , 326.92, 0, 307.56, 1073.87, 126.78, 231.59, 0, 658.72, 1212.1, 865.8, 0, 389.12, 355.77, 481.49, 877.46, 575.5, 400.74, 226.7, 0, 1080.4
P32634, 1535, 1597, 0.1921, 4e-06, 18, nan, cytoplasm, 3.948, , 77.17, 0, 366.92, 505.62, 0, 0, 0, 147.17, 1022.01, 816.5, 430.09, 531.97, 319.6, 245.48, 351.41, 233.32, 143.88, 546.74, 0, 149.42
P32639, 107, 194, 0.2377, 0.000645, 42, False, nucleus, 2.223, , 0, 0, 534.67, 1526.13, 0, 174.45, 431.2, 176.09, 576.94, 203.16, 0, 710.69, 179.69, 193.04, 0, 122.9, 107.28, 0, 0, 290.9
P32639, 268, 392, 0.2377, 0.000645, 42, False, nucleus, 2.771, , 139.41, 0, 574.07, 1443.17, 438.9, 117.73, 182.56, 422.52, 1360.59, 165.14, 0, 578.2, 123.86, 182.82, 393.98, 552.73, 365.63, 235.62, 0, 270.6
P32639, 432, 2161, 0.2377, 0.000645, 42, False, nucleus, 2.758, , 2070.56, 55.57, 4657.68, 9860.6, 407.13, 1826.93, 1797.23, 1001.91, 8082.06, 993.94, 543.48, 4187.42, 1903.67, 2358.67, 4598.16, 3900.52, 2832.25, 1656.65, 127.21, 1092.2
P32641, 65, 585, 0.2493, 0.000386, 42, nan, nucleus, 2.589, , 215.83, 306.72, 1461.7, 2953.54, 616.15, 662.85, 997.91, 593.92, 3825.21, 710.71, 434.74, 3317.02, 1063.18, 1398.79, 1804.61, 1701.34, 759.59, 288.36, 0, 1548.66
P32642, 5, 108, 0.328, 9.2e-05, 66, nan, , 2.81, , 365.29, 0, 530.11, 1042.69, 0, 73.05, 0, 203.86, 751.06, 117.11, 0, 336.25, 124.86, 570.22, 161.32, 249.07, 404.28, 61.1, 176.76, 0
P32642, 145, 238, 0.328, 9.2e-05, 66, nan, , 2.461, , 148.63, 0, 300.55, 1054.04, 208.9, 115.21, 0, 0, 534.31, 82.15, 0, 372.67, 285.61, 445.2, 812.49, 155.39, 72.02, 58.12, 0, 0
P32643, 3, 294, 0.4708, 9.6e-05, 90, nan, cytoplasm, 2.276, , 181.28, 55.39, 1531.21, 1566.57, 84.06, 227.76, 393.62, 213.19, 2780.82, 115.95, 0, 199.79, 734.47, 991.59, 616.08, 635.38, 258.15, 244.63, 0, 107.36
P32644, 3, 149, 0.1696, 0.000381, 18, nan, cytoplasm, 2.039, , 154.62, 187.44, 537.4, 1493.57, 0, 157.38, 0, 0, 1430.87, 0, 0, 422.85, 102.48, 516.51, 1344.55, 658.22, 292.59, 0, 0, 125.26
P32644, 455, 1114, 0.1696, 0.000381, 18, nan, cytoplasm, 2.431, , 392.82, 0, 1497.27, 2415.62, 510.98, 746.41, 297.02, 305.92, 4500.91, 541.7, 154.69, 1703.06, 1112.06, 1968.27, 2968.51, 1096.33, 930.96, 337.26, 0, 225.73
P32656, 8, 228, 0.457, 0.000289, 90, True, nucleus; cytoplasm, 2.918, , 478.04, 0, 275.85, 1909.68, 0, 209.08, 274.31, 90.5, 583.31, 305.99, 0, 514.7, 768.49, 775.67, 773.13, 142.26, 465.1, 211.47, 0, 297.34
P32657, 179, 894, 0.1735, 1e-06, 18, True, nucleus, 2.518, , 763.45, 0, 3020.54, 4585.37, 493.57, 1157.08, 404.35, 275.68, 5236.81, 773.4, 304.41, 2055.33, 749.8, 1335.78, 3225.3, 1323.88, 1596.47, 542.5, 0, 710.49
P32657, 935, 958, 0.1735, 1e-06, 18, True, nucleus, 2.308, , 0, 0, 193.81, 1012.03, 0, 0, 0, 156.31, 653.02, 185.06, 0, 0, 90.26, 214.21, 129.71, 0, 0, 125.45, 0, 179.79
P32657, 1014, 1211, 0.1735, 1e-06, 18, True, nucleus, 2.486, , 397.8, 46.93, 873.7, 1802.47, 379.12, 318.93, 220.06, 0, 2981.1, 343.69, 0, 1141.23, 338.75, 353.92, 621.19, 577.54, 470.92, 185.69, 144.72, 251.87
P32657, 1369, 1462, 0.1735, 1e-06, 18, True, nucleus, 2.347, , 244.61, 0, 490.78, 497.52, 0, 111.37, 146.43, 0, 1575.57, 76.98, 82.78, 194.19, 134.88, 0, 1263.34, 432.16, 449.62, 0, 0, 116.07
P32767, 7, 1071, 0.4137, 4.6e-05, 78, True, nucleus envelope, 2.796, , 1130.78, 61.09, 3463.75, 4702.23, 494.46, 740.14, 1110.98, 1302.65, 3862.68, 1208.27, 326.84, 4186.11, 1656.96, 4418.82, 1991.3, 2862.41, 1953.56, 684.35, 0, 458.51
P32769, 21, 74, 0.3232, 3.5e-05, 66, True, cytoplasm, 2.394, , 131.06, 0, 978.43, 403.7, 0, 87.94, 0, 0, 125.88, 164.72, 0, 338.7, 75.43, 408.27, 0, 99.03, 61.82, 0, 0, 346.18
P32769, 142, 606, 0.3232, 3.5e-05, 66, True, cytoplasm, 2.598, , 144.43, 47.85, 1863.31, 1880.9, 472.5, 572.01, 586.37, 299.47, 2914.79, 302.28, 106.5, 1369.33, 632.76, 1060.27, 1449.61, 1300.93, 731.48, 169.7, 118.38, 266.11
P32770, 1, 375, 0.1878, 0.0, 18, nan, nucleus; chromosome, 3.224, , 592.84, 282.91, 1243.89, 2169.56, 263.88, 480.3, 256.61, 844.61, 1972.07, 386.73, 122.35, 1911.11, 1178.72, 1201.27, 1035.0, 1305.74, 1426.88, 884.46, 238.05, 98.59
P32771, 12, 382, 0.4055, 0.00059, 78, False, cytoplasm; mitochondrion, 3.151, , 728.57, 0, 1092.74, 1331.72, 227.3, 1012.57, 332.84, 408.48, 3214.06, 260.78, 0, 296.32, 536.22, 457.69, 400.81, 431.01, 550.56, 301.45, 141.5, 0
P32773, 10, 56, 0.4968, 0.003227, 90, False, nucleus; cytoplasm, 3.379, , 67.82, 0, 344.13, 726.77, 0, 68.54, 0, 429.54, 385.28, 80.49, 0, 289.54, 0, 107.91, 0, 148.02, 334.64, 173.23, 0, 0
P32774, 6, 45, 0.4093, 0.000142, 78, False, nucleus; cytoplasm, 3.486, , 102.63, 0, 280.66, 357.93, 0, 65.44, 0, 120.09, 210.64, 272.63, 116.47, 71.76, 0, 0, 547.86, 224.34, 287.24, 0, 0, 371.82
P32775, 4, 699, 0.4185, 4.2e-05, 78, nan, , 2.906, , 434.11, 0, 1977.86, 2400.15, 620.32, 944.82, 574.49, 218.36, 3254.44, 510.83, 0, 1581.44, 1606.77, 396.76, 565.62, 1201.49, 618.36, 689.39, 196.97, 1192.57
P32776, 7, 121, 0.2057, 0.000507, 30, nan, nucleus, 2.839, , 239.2, 0, 806.84, 978.29, 0, 122.14, 82.21, 262.27, 1522.29, 0, 204.65, 595.09, 149.86, 374.03, 975.34, 430.93, 333.9, 466.26, 0, 147.96
P32776, 159, 325, 0.2057, 0.000507, 30, nan, nucleus, 3.083, , 369.5, 0, 634.24, 1051.64, 0, 255.98, 0, 263.65, 2126.42, 512.89, 183.19, 1071.54, 678.4, 613.93, 848.33, 582.12, 571.66, 583.0, 0, 0
P32776, 380, 415, 0.2057, 0.000507, 30, nan, nucleus, 2.906, , 52.69, 0, 321.28, 775.65, 0, 0, 0, 172.56, 347.47, 323.2, 195.26, 615.11, 0, 129.93, 354.94, 212.29, 250.22, 0, 0, 176.03
P32776, 546, 636, 0.2057, 0.000507, 30, nan, nucleus, 2.72, , 120.24, 53.85, 311.44, 929.34, 132.07, 159.91, 361.16, 101.67, 1001.58, 301.43, 215.51, 580.22, 77.44, 393.43, 150.22, 294.23, 331.77, 0, 0, 475.36
P32783, 81, 422, 0.3218, 3e-06, 66, nan, nucleus, 2.416, , 282.68, 0, 774.46, 2474.76, 0, 547.82, 101.98, 332.85, 1726.81, 411.35, 0, 857.79, 712.56, 823.87, 2794.6, 578.44, 151.03, 282.76, 0, 379.74
P32785, 29, 390, 0.1805, 0.000318, 18, nan, cytoplasm; mitochondrion matrix; mitochondrion, 2.824, , 1113.67, 155.25, 1051.06, 1366.07, 286.48, 831.5, 108.61, 258.56, 1991.6, 177.95, 98.96, 1106.09, 827.48, 1645.15, 3020.17, 889.75, 630.14, 234.88, 153.87, 323.25
P32786, 42, 67, 0.1875, 0.001693, 18, nan, nucleus; nucleolus; cytoplasm, 4.869, , 128.04, 91.91, 552.74, 178.76, 0, 0, 135.02, 152.14, 191.9, 939.94, 0, 0, 139.46, 0, 178.9, 94.7, 288.71, 352.78, 0, 0
P32786, 176, 553, 0.1875, 0.001693, 18, nan, nucleus; nucleolus; cytoplasm, 2.595, , 446.29, 80.25, 1541.61, 2015.03, 336.65, 376.54, 815.08, 84.98, 1324.76, 505.12, 191.72, 1944.95, 505.57, 630.87, 2292.12, 1022.93, 497.14, 330.2, 306.02, 417.01
P32786, 600, 768, 0.1875, 0.001693, 18, nan, nucleus; nucleolus; cytoplasm, 2.543, , 0, 83.95, 971.95, 1354.23, 190.56, 166.55, 610.15, 87.25, 731.98, 649.34, 0, 665.26, 437.11, 1281.21, 902.42, 677.09, 117.32, 201.73, 0, 452.57
P32787, 101, 259, 0.1159, 0.000805, 6, False, mitochondrion matrix; mitochondrion nucleoid, 3.165, , 258.52, 0, 527.58, 742.67, 376.25, 357.09, 200.75, 290.99, 1926.81, 263.89, 112.31, 171.42, 546.08, 215.47, 532.64, 244.42, 528.28, 420.52, 306.19, 289.27
P32788, 87, 115, 0.343, 3.3e-05, 66, nan, nucleus, 4.685, , 0, 0, 129.77, 74.41, 112.14, 0, 303.19, 318.65, 179.5, 653.2, 0, 249.97, 124.5, 367.91, 196.64, 0, 0, 302.36, 107.45, 142.79
P32788, 143, 255, 0.343, 3.3e-05, 66, nan, nucleus, 3.054, , 138.82, 47.0, 591.87, 912.48, 451.85, 62.48, 278.47, 0, 1172.73, 911.88, 350.87, 339.42, 130.36, 969.24, 939.42, 401.28, 750.21, 174.53, 0, 0
P32789, 372, 670, 0.1095, 0.052322, 6, nan, , 2.886, , 215.74, 152.15, 884.41, 627.85, 194.86, 419.64, 676.09, 256.71, 1902.16, 699.52, 88.28, 972.65, 233.21, 1397.21, 1367.37, 1431.57, 531.16, 295.69, 0, 568.47
P32793, 4, 248, 0.2174, 0.000848, 30, False, cytoplasm; cytoskeleton; actin patch, 3.752, , 919.82, 0, 1527.85, 435.28, 753.82, 756.95, 255.56, 218.8, 1252.43, 585.11, 78.43, 686.83, 390.58, 367.11, 1467.58, 444.57, 331.2, 736.37, 0, 563.14
P32793, 415, 464, 0.2174, 0.000848, 30, False, cytoplasm; cytoskeleton; actin patch, 3.23, , 138.74, 0, 225.24, 287.1, 0, 215.2, 0, 154.11, 693.22, 181.98, 0, 453.9, 139.45, 230.5, 115.91, 49.49, 69.12, 123.61, 117.49, 124.08
P32794, 33, 181, 0.2931, 2.4e-05, 54, True, cytoplasm, 2.967, , 212.48, 0, 546.71, 1170.92, 0, 506.74, 112.21, 231.88, 1285.66, 339.94, 0, 746.19, 494.01, 587.52, 272.67, 318.65, 286.59, 353.63, 0, 309.81
P32794, 253, 771, 0.2931, 2.4e-05, 54, True, cytoplasm, 3.119, , 1163.46, 0, 2422.65, 4079.27, 580.52, 1097.41, 516.46, 568.78, 2575.96, 955.87, 509.88, 1261.88, 761.95, 387.44, 3100.79, 1618.57, 967.05, 940.99, 0, 691.99
P32797, 15, 220, 0.1673, 5e-06, 18, False, chromosome; telomere, 2.807, , 60.61, 74.53, 1386.02, 1349.77, 0, 340.23, 322.13, 645.02, 1898.09, 559.68, 0, 372.12, 214.29, 522.89, 1016.33, 1213.39, 427.81, 197.75, 0, 221.74
P32797, 360, 468, 0.1673, 5e-06, 18, False, chromosome; telomere, 3.492, , 228.08, 51.63, 647.5, 782.49, 0, 145.36, 0, 82.17, 719.31, 597.77, 106.02, 318.62, 553.01, 330.56, 676.18, 196.02, 52.66, 578.75, 0, 163.92
P32797, 507, 871, 0.1673, 5e-06, 18, False, chromosome; telomere, 2.82, , 487.42, 63.78, 1316.73, 2030.48, 466.41, 380.86, 919.77, 152.18, 2040.99, 1207.29, 0, 1027.11, 1132.79, 1395.94, 2460.35, 1474.39, 1031.49, 346.3, 0, 664.04
P32801, 52, 405, 0.1637, 0.013466, 18, nan, , 2.888, , 250.69, 0, 1045.38, 1448.37, 593.66, 508.18, 234.4, 208.24, 2192.4, 370.19, 94.9, 1082.24, 341.84, 1039.83, 826.38, 1497.48, 977.39, 485.87, 158.18, 108.94
P32805, 28, 107, 0.2203, 0.011083, 30, nan, nucleus, 2.414, , 84.15, 120.64, 220.71, 184.76, 0, 150.14, 594.44, 175.36, 1059.58, 354.03, 0, 274.87, 318.05, 905.45, 1244.07, 255.61, 271.4, 0, 0, 0
P32805, 155, 180, 0.2203, 0.011083, 30, nan, nucleus, 3.33, , 0, 0, 198.25, 0, 132.56, 0, 226.07, 258.79, 315.91, 88.45, 0, 210.02, 86.67, 451.33, 0, 209.27, 0, 93.62, 0, 89.67
P32805, 262, 288, 0.2203, 0.011083, 30, nan, nucleus, 3.914, , 42.66, 0, 324.57, 115.77, 319.83, 0, 522.61, 125.61, 114.66, 199.94, 0, 0, 0, 0, 0, 0, 178.17, 68.77, 0, 460.86
P32806, 4, 71, 0.2326, 1.7e-05, 42, nan, cytoplasm, 3.584, , 33.32, 158.31, 677.31, 604.42, 148.49, 174.47, 206.53, 185.32, 582.85, 851.16, 0, 677.03, 0, 386.38, 121.08, 93.97, 150.1, 109.35, 348.8, 103.36
P32806, 143, 438, 0.2326, 1.7e-05, 42, nan, cytoplasm, 2.731, , 228.2, 0, 1593.56, 1903.96, 0, 396.71, 638.51, 658.8, 2593.83, 829.45, 286.54, 1080.14, 511.81, 1109.16, 583.23, 683.41, 845.02, 176.38, 0, 357.89
P32807, 29, 288, 0.2995, 0.001992, 54, nan, nucleus; chromosome; telomere, 2.953, , 224.01, 53.0, 1349.92, 1890.97, 215.61, 496.33, 93.5, 524.83, 1728.25, 358.22, 453.22, 426.4, 386.69, 918.82, 887.32, 757.11, 646.42, 193.14, 0, 390.81
P32807, 349, 579, 0.2995, 0.001992, 54, nan, nucleus; chromosome; telomere, 3.367, , 272.92, 0, 1212.37, 1432.93, 793.57, 151.14, 326.82, 781.65, 2973.67, 1491.3, 309.78, 930.02, 422.11, 663.23, 1313.77, 826.3, 391.89, 409.7, 0, 1727.33
P32828, 277, 360, 0.1195, nan, 6, False, chromosome; centromere; kinetochore; nucleus; chromosome; centromere; chromosome, 2.838, , 219.62, 0, 142.07, 1233.49, 0, 0, 394.32, 229.12, 0, 530.49, 0, 361.22, 170.62, 751.12, 1275.76, 278.35, 214.15, 158.45, 154.53, 0
P32828, 494, 613, 0.1195, nan, 6, False, chromosome; centromere; kinetochore; nucleus; chromosome; centromere; chromosome, 3.134, , 242.44, 62.31, 532.81, 254.89, 0, 357.31, 0, 106.31, 2014.18, 389.26, 130.26, 72.74, 132.16, 307.48, 831.17, 519.8, 181.01, 154.09, 0, 0
P32829, 3, 516, 0.2385, 1.2e-05, 42, nan, chromosome; nucleus; chromosome; telomere, 3.0, , 551.89, 46.39, 2205.96, 3274.01, 320.77, 919.59, 799.68, 828.11, 2786.43, 1065.86, 409.41, 1994.91, 1288.27, 936.62, 2384.17, 1368.34, 1048.7, 853.18, 0, 259.35
P32831, 25, 65, 0.2223, 0.000264, 30, nan, , 3.631, , 58.79, 0, 441.24, 542.63, 0, 28.84, 0, 353.23, 639.56, 326.33, 84.94, 0, 338.0, 0, 182.26, 215.5, 465.79, 195.01, 211.15, 0
P32831, 108, 265, 0.2223, 0.000264, 30, nan, , 3.613, , 423.05, 96.75, 266.54, 505.97, 673.36, 358.41, 277.97, 599.81, 735.6, 457.36, 169.24, 574.24, 827.85, 678.49, 927.52, 899.96, 1120.5, 93.4, 348.29, 281.52
P32831, 353, 426, 0.2223, 0.000264, 30, nan, , 3.084, , 43.37, 0, 69.77, 270.48, 346.72, 355.77, 0, 224.05, 650.49, 100.22, 0, 558.47, 460.84, 327.45, 323.45, 61.23, 366.77, 0, 0, 0
P32832, 123, 249, 0.2021, 0.000958, 30, True, nucleus, 2.93, , 53.81, 0, 429.08, 498.07, 0, 427.44, 137.86, 156.46, 473.54, 338.96, 0, 427.71, 353.45, 368.29, 973.63, 141.58, 421.46, 148.11, 0, 528.55
P32832, 290, 358, 0.2021, 0.000958, 30, True, nucleus, 3.919, , 224.43, 77.44, 273.84, 245.49, 371.4, 159.89, 630.09, 473.01, 266.49, 392.02, 133.48, 493.03, 110.13, 326.92, 563.33, 597.0, 177.16, 250.22, 0, 512.88
P32833, 246, 483, 0.2433, 0.000473, 42, nan, nucleus, 3.405, , 349.09, 57.53, 975.25, 1241.74, 1210.92, 123.42, 315.82, 661.34, 1641.29, 856.81, 529.94, 1576.23, 760.94, 1132.15, 1514.93, 667.53, 532.11, 576.0, 0, 923.58
P32833, 511, 616, 0.2433, 0.000473, 42, nan, nucleus, 3.11, , 314.87, 0, 94.51, 580.43, 184.03, 177.75, 226.09, 196.05, 963.4, 191.18, 74.52, 584.05, 137.27, 344.32, 642.93, 479.61, 339.67, 154.06, 0, 340.76
P32835, 13, 202, 0.4497, 0.000844, 90, True, nucleus, 2.933, , 267.95, 0, 202.55, 1179.05, 133.93, 325.38, 0, 425.22, 1741.52, 286.67, 84.32, 544.94, 391.3, 1032.93, 638.27, 144.72, 153.19, 172.83, 0, 255.68
P32836, 14, 203, 0.5264, 0.018095, 90, nan, nucleus, 2.895, , 236.22, 0, 196.45, 1207.57, 135.23, 299.5, 111.79, 426.42, 1726.22, 304.58, 78.5, 552.41, 393.67, 871.03, 667.8, 146.79, 152.94, 171.11, 0, 244.21
P32838, 6, 354, 0.3173, 0.004397, 66, nan, , 2.926, , 415.81, 0, 1806.51, 1316.42, 209.78, 452.64, 484.45, 400.16, 802.2, 414.19, 245.39, 1151.63, 799.18, 1107.1, 1074.12, 697.73, 318.36, 585.7, 0, 524.89
P32844, 99, 239, 0.2403, 1e-05, 42, nan, cytoplasm, 3.488, , 447.29, 0, 678.43, 1873.69, 246.85, 77.33, 0, 604.23, 1014.33, 363.37, 242.74, 275.47, 79.18, 97.19, 1229.65, 423.53, 508.04, 454.0, 0, 595.02
