UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA , C_SASA , D_SASA , E_SASA , F_SASA , G_SASA , H_SASA , I_SASA , K_SASA , L_SASA , M_SASA , N_SASA , P_SASA , Q_SASA , R_SASA , S_SASA , T_SASA , V_SASA , W_SASA , Y_SASA
P32330, 691, 715, 0.1221, 0.002247, 6, nan, , 3.579, , 108.78, 0, 125.75, 372.17, 258.23, 34.32, 357.68, 263.49, 305.76, 227.15, 0, 429.59, 0, 0, 0, 132.52, 0, 0, 0, 122.45
P32333, 11, 77, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 3.923, , 166.89, 0, 227.13, 281.34, 0, 65.34, 153.48, 114.75, 438.68, 437.87, 105.94, 0, 239.45, 248.64, 262.44, 357.6, 153.26, 305.45, 462.29, 133.63
P32333, 85, 127, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 3.551, , 129.73, 0, 227.72, 770.17, 0, 231.92, 453.24, 74.22, 408.93, 964.54, 126.63, 629.77, 124.84, 544.95, 0, 110.57, 212.04, 278.69, 0, 0
P32333, 199, 278, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 3.947, , 602.16, 0, 95.62, 916.53, 0, 43.72, 145.0, 389.3, 1443.54, 1294.65, 741.29, 789.81, 493.35, 273.42, 582.5, 819.1, 852.95, 348.22, 0, 0
P32333, 282, 573, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 3.236, , 276.75, 54.03, 1027.27, 1380.96, 0, 397.74, 176.44, 764.58, 1147.2, 1042.16, 96.95, 969.99, 425.35, 486.79, 1212.03, 953.01, 288.78, 282.25, 0, 617.13
P32333, 575, 799, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 2.96, , 184.85, 0, 744.69, 1688.31, 0, 202.25, 740.98, 792.67, 2124.21, 770.43, 83.98, 1010.6, 809.89, 1119.29, 367.99, 1038.19, 683.55, 173.52, 142.19, 105.51
P32333, 809, 926, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 3.521, , 316.07, 0, 380.97, 652.6, 139.96, 244.77, 264.25, 302.54, 1060.89, 838.38, 232.64, 557.04, 224.62, 303.83, 266.48, 405.69, 296.19, 0, 0, 320.55
P32333, 933, 1252, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 2.826, , 546.45, 0, 960.84, 2497.01, 0, 327.77, 98.04, 523.73, 1690.58, 374.04, 342.9, 1225.67, 663.76, 951.68, 901.91, 988.22, 405.09, 222.04, 0, 0
P32333, 1254, 1511, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 2.827, , 464.24, 0, 708.25, 1230.46, 194.45, 307.02, 316.29, 84.19, 2583.68, 396.55, 256.11, 702.64, 725.29, 528.35, 960.54, 652.69, 642.65, 354.89, 0, 332.78
P32333, 1520, 1804, 0.2547, 1e-06, 42, False, nucleus; mitochondrion, 3.1, , 355.48, 0, 1353.13, 1126.91, 581.38, 464.51, 389.32, 986.7, 2715.69, 552.91, 269.82, 1127.07, 732.24, 2088.8, 455.24, 771.43, 338.52, 704.08, 0, 98.11
P32336, 444, 845, 0.1852, 0.000154, 18, nan, nucleus envelope; cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body, 2.759, , 566.75, 0, 1067.54, 1067.91, 217.2, 533.0, 779.35, 182.94, 2475.22, 724.97, 97.32, 1507.71, 727.74, 1356.07, 1913.82, 1328.13, 523.04, 436.69, 0, 621.87
P32337, 7, 598, 0.4018, 8.8e-05, 78, True, nucleus; cytoplasm, 2.776, , 740.68, 0, 3100.04, 3377.25, 446.06, 292.17, 234.58, 698.61, 2571.64, 493.56, 400.73, 1543.99, 988.17, 2263.94, 941.47, 1152.37, 1025.92, 556.51, 0, 252.45
P32337, 600, 1088, 0.4018, 8.8e-05, 78, True, nucleus; cytoplasm, 2.76, , 704.37, 0, 2190.24, 3237.0, 277.82, 488.6, 436.22, 615.66, 1610.72, 641.62, 251.62, 1670.42, 1359.89, 1590.13, 1064.97, 977.41, 800.6, 251.43, 0, 800.0
P32342, 7, 119, 0.2464, 1.6e-05, 42, False, nucleus; cytoplasm, 3.13, , 67.33, 0, 290.54, 375.78, 0, 122.87, 131.72, 751.04, 2691.66, 278.67, 0, 762.29, 250.93, 499.2, 579.94, 1041.53, 347.98, 295.46, 0, 141.95
P32345, 5, 283, 0.3384, 0.00028, 66, True, nucleus; cytoplasm, 2.345, , 58.58, 46.86, 1398.98, 1602.61, 124.82, 414.95, 337.93, 74.64, 1011.78, 287.5, 187.95, 569.48, 325.04, 362.43, 1286.39, 48.18, 226.93, 103.21, 0, 195.43
P32347, 11, 361, 0.4842, 0.000728, 90, True, cytoplasm; nucleus, 2.319, , 0, 78.56, 964.65, 1954.8, 171.44, 716.73, 96.61, 122.46, 2052.43, 226.53, 249.04, 475.79, 68.19, 491.3, 1743.6, 347.95, 159.66, 246.83, 242.07, 122.29
P32349, 29, 126, 0.2799, 0.000162, 54, True, nucleus; cytoplasm, 3.357, , 196.07, 0, 555.07, 829.1, 0, 228.12, 146.67, 287.09, 766.45, 631.96, 168.19, 0, 80.81, 375.76, 719.11, 242.48, 373.06, 287.52, 0, 147.8
P32349, 128, 286, 0.2799, 0.000162, 54, True, nucleus; cytoplasm, 3.182, , 46.14, 0, 584.15, 957.31, 145.71, 105.48, 87.81, 262.1, 1230.14, 904.79, 224.2, 614.76, 475.95, 496.46, 685.2, 796.27, 601.36, 220.18, 0, 516.27
P32349, 288, 369, 0.2799, 0.000162, 54, True, nucleus; cytoplasm, 3.485, , 224.73, 0, 242.15, 680.66, 89.88, 125.58, 113.88, 221.19, 774.72, 645.14, 0, 176.85, 177.84, 787.61, 881.03, 139.64, 451.23, 351.25, 0, 0
P32349, 451, 481, 0.2799, 0.000162, 54, True, nucleus; cytoplasm, 4.381, , 38.39, 0, 0, 94.82, 244.06, 46.43, 126.96, 242.48, 441.42, 247.5, 0, 241.41, 189.08, 0, 0, 324.55, 93.34, 137.97, 0, 300.74
P32349, 484, 573, 0.2799, 0.000162, 54, True, nucleus; cytoplasm, 3.287, , 220.8, 0, 276.89, 245.36, 88.29, 16.67, 106.83, 172.83, 866.1, 372.13, 0, 161.79, 296.59, 87.03, 1146.61, 477.06, 285.82, 332.53, 0, 398.97
P32349, 575, 653, 0.2799, 0.000162, 54, True, nucleus; cytoplasm, 3.102, , 236.78, 0, 222.46, 621.71, 528.09, 76.95, 0, 0, 622.71, 491.05, 247.2, 624.44, 98.62, 319.6, 819.66, 260.19, 108.05, 100.43, 160.04, 0
P32351, 134, 332, 0.1917, 0.000269, 18, nan, , 3.19, , 479.48, 107.2, 978.81, 1236.07, 140.67, 469.12, 542.48, 304.79, 684.24, 291.91, 141.16, 409.13, 510.78, 578.54, 460.52, 574.46, 130.64, 253.47, 0, 280.15
P32354, 153, 325, 0.1519, 2.3e-05, 6, nan, nucleus, 2.787, , 193.52, 74.56, 355.85, 1003.05, 465.98, 212.73, 369.14, 449.3, 2404.89, 175.5, 0, 638.25, 512.3, 269.62, 1061.77, 503.93, 246.63, 129.43, 359.33, 96.63
P32354, 426, 525, 0.1519, 2.3e-05, 6, nan, nucleus, 3.209, , 100.46, 0, 298.92, 1037.08, 167.6, 339.35, 321.69, 295.69, 2213.71, 814.71, 217.79, 318.49, 232.4, 460.81, 1589.45, 748.67, 384.24, 387.95, 0, 178.88
P32356, 33, 195, 0.2862, 0.00014, 54, True, cytoplasm, 3.047, , 327.66, 0, 401.38, 484.85, 832.76, 381.14, 211.48, 277.45, 1848.36, 266.23, 144.65, 1209.67, 596.35, 896.31, 1237.01, 691.47, 1004.82, 520.49, 194.73, 612.38
P32356, 197, 399, 0.2862, 0.00014, 54, True, cytoplasm, 2.72, , 121.48, 77.67, 532.39, 981.06, 205.55, 305.97, 75.94, 98.6, 1473.55, 72.73, 192.34, 419.01, 690.62, 340.41, 472.42, 400.9, 642.54, 0, 236.82, 342.0
P32356, 431, 748, 0.2862, 0.00014, 54, True, cytoplasm, 3.143, , 363.72, 0, 943.95, 1628.67, 372.18, 659.42, 399.22, 763.36, 2107.88, 592.24, 189.7, 477.68, 577.8, 474.31, 1401.51, 754.89, 660.06, 146.96, 0, 250.91
P32357, 3, 141, 0.2485, 0.001039, 42, nan, nucleus; cytoplasm, 2.645, , 140.1, 55.31, 884.72, 932.98, 166.32, 109.53, 109.16, 388.15, 872.8, 111.19, 75.66, 491.76, 188.05, 468.67, 869.54, 455.06, 125.92, 121.74, 0, 101.85
P32357, 148, 316, 0.2485, 0.001039, 42, nan, nucleus; cytoplasm, 3.102, , 268.64, 0, 361.79, 1356.86, 617.52, 258.06, 392.49, 199.62, 1455.39, 555.6, 295.02, 940.82, 259.61, 475.87, 289.92, 330.28, 227.47, 95.6, 0, 388.67
P32364, 25, 391, 0.2043, 0.000779, 30, nan, cytoplasm; cytoskeleton, 2.584, , 368.81, 247.45, 1289.5, 1967.07, 299.39, 446.14, 675.32, 90.68, 3316.5, 475.53, 583.64, 1079.8, 631.97, 593.25, 1010.39, 1163.13, 1063.76, 0, 0, 477.92
P32364, 393, 561, 0.2043, 0.000779, 30, nan, cytoplasm; cytoskeleton, 3.654, , 290.91, 83.55, 629.18, 3027.0, 124.79, 33.85, 249.1, 1168.22, 2272.68, 2694.95, 335.85, 1287.05, 208.32, 1313.09, 1141.95, 1160.75, 782.41, 348.05, 0, 336.49
P32367, 36, 160, 0.2606, 0.00058, 42, False, nucleus, 3.086, , 0, 0, 692.06, 608.32, 364.17, 232.41, 577.49, 352.48, 1985.25, 259.36, 0, 735.98, 447.75, 185.59, 694.05, 688.72, 291.19, 467.77, 0, 103.95
P32367, 169, 211, 0.2606, 0.00058, 42, False, nucleus, 3.176, , 0, 0, 392.18, 277.0, 110.95, 115.96, 0, 144.47, 260.42, 446.09, 0, 759.57, 287.7, 288.26, 133.61, 440.26, 0, 166.72, 182.57, 0
P32367, 251, 382, 0.2606, 0.00058, 42, False, nucleus, 2.527, , 191.19, 0, 347.93, 849.2, 104.23, 302.74, 400.58, 75.23, 2292.76, 0, 124.22, 280.31, 99.32, 112.65, 790.86, 412.49, 278.13, 458.81, 0, 352.96
P32367, 384, 514, 0.2606, 0.00058, 42, False, nucleus, 2.986, , 94.74, 0, 294.42, 1025.23, 106.33, 272.78, 151.27, 183.36, 1865.62, 454.19, 225.67, 300.41, 504.74, 115.71, 296.8, 235.62, 171.07, 285.52, 122.86, 970.89
P32377, 5, 190, 0.5724, 0.001097, 90, True, , 2.952, , 376.29, 0, 616.38, 1063.46, 0, 231.1, 180.01, 170.91, 987.94, 165.36, 0, 138.8, 524.54, 608.68, 510.44, 688.7, 533.16, 67.35, 386.13, 0
P32377, 193, 374, 0.5724, 0.001097, 90, True, , 3.248, , 436.18, 0, 797.1, 1348.77, 434.9, 137.01, 298.98, 401.5, 1517.14, 283.75, 197.4, 202.49, 275.66, 611.76, 580.39, 373.55, 464.21, 436.21, 0, 0
P32379, 23, 259, 0.3867, 6.3e-05, 78, True, nucleus; cytoplasm, 2.966, , 566.54, 0, 887.79, 2936.88, 0, 268.16, 79.09, 75.17, 1045.94, 953.27, 176.18, 337.62, 223.98, 325.05, 883.14, 834.16, 253.27, 278.59, 0, 638.12
P32380, 118, 212, 0.268, 0.000138, 54, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus, 3.17, , 227.3, 0, 623.28, 1635.53, 135.4, 34.4, 387.06, 695.29, 1959.61, 1377.41, 105.71, 757.32, 0, 346.38, 985.11, 236.32, 326.16, 87.09, 0, 245.06
P32380, 232, 454, 0.268, 0.000138, 54, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus, 3.28, , 393.26, 0, 1127.48, 3881.48, 441.23, 118.64, 0, 884.98, 4760.52, 3737.35, 475.53, 1519.18, 0, 1571.28, 1842.23, 1090.69, 613.74, 494.29, 0, 0
P32380, 837, 937, 0.268, 0.000138, 54, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus, 3.583, , 142.67, 69.42, 1221.8, 795.64, 707.09, 137.63, 471.5, 477.21, 454.8, 1825.12, 126.59, 692.98, 327.46, 0, 3464.88, 640.94, 341.45, 364.78, 0, 1549.91
P32381, 8, 148, 0.3595, 0.000339, 66, True, cytoplasm; cytoskeleton; actin patch, 3.349, , 591.23, 0, 319.06, 1014.61, 447.16, 397.28, 0, 108.93, 805.14, 318.63, 165.87, 429.16, 453.11, 284.21, 556.78, 301.02, 220.6, 63.51, 0, 445.83
P32381, 154, 183, 0.3595, 0.000339, 66, True, cytoplasm; cytoskeleton; actin patch, 4.865, , 69.66, 0, 349.82, 146.91, 0, 108.22, 135.35, 78.97, 0, 168.35, 0, 0, 0, 0, 297.12, 279.71, 0, 556.43, 0, 144.96
P32381, 186, 264, 0.3595, 0.000339, 66, True, cytoplasm; cytoskeleton; actin patch, 2.812, , 220.93, 70.43, 469.86, 520.23, 169.62, 109.17, 0, 0, 361.63, 216.73, 0, 136.49, 113.18, 164.33, 948.64, 121.71, 459.05, 78.03, 0, 225.68
P32381, 268, 349, 0.3595, 0.000339, 66, True, cytoplasm; cytoskeleton; actin patch, 3.273, , 63.95, 0, 607.56, 188.23, 0, 168.82, 141.79, 77.24, 742.43, 380.73, 0, 94.32, 445.89, 237.85, 726.48, 614.83, 86.62, 523.23, 0, 146.03
P32381, 351, 388, 0.3595, 0.000339, 66, True, cytoplasm; cytoskeleton; actin patch, 4.515, , 145.92, 0, 268.37, 132.73, 298.73, 192.82, 127.98, 198.64, 237.16, 95.09, 358.85, 0, 95.52, 250.84, 0, 261.46, 112.69, 217.54, 226.32, 0
P32383, 58, 224, 0.0174, nan, 6, nan, , 2.675, , 192.4, 0, 578.63, 823.96, 117.83, 158.45, 337.98, 132.68, 1435.28, 798.24, 0, 439.0, 321.13, 0, 2966.98, 380.12, 507.73, 133.57, 0, 288.42
P32383, 226, 305, 0.0174, nan, 6, nan, , 2.495, , 52.07, 0, 291.94, 676.97, 123.4, 77.71, 273.19, 301.0, 963.8, 103.55, 0, 265.95, 157.8, 379.44, 290.85, 125.2, 206.74, 0, 0, 163.6
P32383, 307, 370, 0.0174, nan, 6, nan, , 2.864, , 0, 0, 213.7, 425.83, 0, 28.16, 273.94, 228.24, 640.51, 224.31, 168.81, 200.27, 348.87, 521.52, 111.13, 249.06, 280.45, 0, 0, 0
P32383, 381, 716, 0.0174, nan, 6, nan, , 3.257, , 450.22, 0, 960.63, 1147.01, 517.34, 338.47, 402.81, 637.31, 2936.47, 1181.87, 290.07, 1055.09, 646.73, 826.88, 1643.19, 1409.53, 729.18, 392.23, 0, 251.67
P32383, 718, 868, 0.0174, nan, 6, nan, , 3.383, , 33.41, 76.36, 643.03, 907.51, 398.24, 260.2, 331.64, 584.49, 221.06, 434.06, 324.5, 611.36, 367.82, 220.9, 583.1, 270.31, 363.35, 0, 0, 460.87
P32387, 59, 164, 0.2276, 0.01322, 30, nan, mitochondrion, 3.389, , 138.9, 0, 69.21, 559.37, 401.82, 264.8, 257.77, 310.57, 1460.48, 525.61, 137.24, 423.14, 381.74, 366.95, 734.24, 109.37, 352.24, 177.78, 172.62, 598.76
P32387, 185, 214, 0.2276, 0.01322, 30, nan, mitochondrion, 3.168, , 63.68, 0, 349.38, 254.69, 0, 168.7, 0, 0, 145.58, 265.08, 93.15, 243.03, 211.32, 0, 263.06, 91.11, 198.23, 156.67, 0, 113.45
P32388, 4, 126, 0.1642, 0.000112, 18, nan, mitochondrion, 2.772, , 150.42, 0, 487.95, 820.47, 233.64, 57.78, 239.04, 167.26, 1263.55, 202.32, 192.93, 407.85, 261.99, 550.22, 610.86, 130.9, 168.8, 229.52, 0, 0
P32389, 139, 220, 0.1203, 0.015651, 6, nan, nucleus, 3.078, , 190.5, 0, 1286.08, 531.68, 950.09, 61.59, 608.1, 237.19, 286.5, 770.2, 0, 1746.29, 474.32, 580.16, 1015.53, 932.84, 407.12, 108.84, 0, 149.73
P32389, 351, 470, 0.1203, 0.015651, 6, nan, nucleus, 3.83, , 397.2, 0, 386.46, 1008.12, 313.25, 356.49, 425.15, 919.87, 441.54, 795.04, 120.58, 1739.05, 894.98, 287.97, 597.8, 1046.92, 687.62, 530.05, 0, 0
P32389, 593, 671, 0.1203, 0.015651, 6, nan, nucleus, 3.601, , 171.96, 0, 117.31, 1614.96, 128.85, 92.05, 375.09, 568.08, 2214.11, 1214.19, 0, 167.45, 0, 616.87, 133.56, 538.87, 213.77, 165.24, 0, 0
P32419, 4, 146, 0.1398, 3e-06, 6, False, peroxisome, 2.999, , 71.93, 0, 446.47, 425.74, 0, 494.23, 129.29, 117.28, 1223.18, 289.31, 160.46, 1060.47, 571.02, 232.98, 660.88, 366.6, 193.41, 268.11, 0, 200.18
P32419, 148, 339, 0.1398, 3e-06, 6, False, peroxisome, 3.089, , 335.38, 0, 446.95, 1213.9, 652.23, 381.36, 460.01, 108.91, 1686.65, 508.27, 180.23, 543.37, 251.04, 535.77, 421.82, 586.37, 293.58, 123.7, 0, 98.88
P32432, 96, 224, 0.2354, 0.001606, 42, nan, nucleus; cytoplasm, 3.896, , 1175.1, 141.05, 342.73, 493.18, 0, 504.44, 574.32, 1121.8, 585.5, 467.11, 190.1, 670.58, 875.35, 896.02, 1309.67, 1396.06, 814.78, 345.33, 209.0, 823.45
P32432, 584, 680, 0.2354, 0.001606, 42, nan, nucleus; cytoplasm, 2.834, , 56.95, 70.24, 835.57, 684.31, 182.71, 483.46, 463.16, 169.79, 1366.45, 344.56, 266.48, 526.94, 424.15, 451.72, 979.35, 361.83, 109.42, 292.45, 0, 482.42
P32445, 22, 133, 0.2913, 0.003626, 54, True, mitochondrion, 2.817, , 465.51, 0, 659.34, 1045.25, 202.23, 208.69, 74.01, 0, 839.26, 338.2, 0, 924.08, 205.12, 351.16, 748.17, 369.18, 368.16, 181.44, 152.12, 255.65
P32447, 5, 260, 0.4278, 2.5e-05, 78, True, nucleus, 2.437, , 484.61, 0, 3693.37, 8408.55, 88.71, 704.14, 84.15, 158.6, 1589.96, 886.43, 0, 1417.64, 760.64, 355.11, 901.17, 629.82, 377.88, 803.29, 116.08, 306.88
P32449, 8, 369, 0.6486, 0.000521, 90, False, , 3.092, , 820.8, 0, 735.39, 1562.58, 101.26, 811.91, 387.5, 290.24, 2431.43, 557.51, 308.23, 1140.7, 399.86, 855.19, 966.57, 207.47, 704.12, 563.01, 0, 241.46
P32451, 31, 71, 0.2042, 3.2e-05, 30, nan, mitochondrion, 3.694, , 155.52, 0, 145.35, 483.33, 0, 24.74, 455.28, 0, 310.07, 560.04, 0, 0, 186.32, 95.74, 0, 479.21, 289.98, 0, 0, 175.14
P32451, 73, 366, 0.2042, 3.2e-05, 30, nan, mitochondrion, 2.59, , 377.2, 0, 1247.17, 1178.03, 87.13, 556.13, 0, 200.99, 3123.44, 152.64, 288.99, 103.72, 272.26, 562.26, 722.75, 485.02, 564.76, 59.14, 0, 147.54
P32452, 7, 107, 0.3683, 0.001222, 78, nan, cytoplasm, 3.474, , 348.11, 0, 739.95, 611.47, 137.77, 114.87, 0, 195.52, 286.16, 446.73, 117.53, 545.39, 606.67, 477.41, 296.97, 535.11, 497.09, 204.02, 0, 422.45
P32452, 112, 206, 0.3683, 0.001222, 78, nan, cytoplasm, 2.811, , 160.46, 181.89, 395.93, 489.9, 0, 123.38, 176.58, 75.8, 303.24, 122.3, 0, 304.63, 293.03, 641.03, 420.37, 324.17, 281.62, 0, 0, 101.32
P32452, 217, 332, 0.3683, 0.001222, 78, nan, cytoplasm, 2.657, , 109.16, 95.69, 642.34, 1128.3, 193.71, 159.19, 447.82, 200.27, 862.43, 400.91, 0, 822.46, 287.59, 181.75, 1166.43, 198.35, 82.38, 226.76, 354.34, 268.74
P32453, 40, 101, 0.2856, 4.2e-05, 54, False, mitochondrion, 2.13, , 0, 0, 175.35, 1113.37, 143.22, 61.42, 318.74, 184.16, 1709.9, 279.56, 123.11, 714.5, 96.49, 752.05, 303.17, 152.49, 62.64, 0, 0, 279.56
P32453, 124, 314, 0.2856, 4.2e-05, 54, False, mitochondrion, 2.915, , 416.35, 51.35, 823.27, 982.22, 365.1, 170.4, 156.75, 0, 1240.9, 273.4, 134.52, 487.53, 649.79, 1460.48, 490.85, 515.34, 128.92, 289.29, 0, 0
P32454, 107, 395, 0.3673, 0.000293, 78, False, periplasm; cytoplasm; mitochondrion, 2.865, , 200.48, 0, 1101.37, 1425.79, 335.07, 343.17, 298.28, 345.72, 2301.77, 332.02, 0, 810.35, 500.4, 446.45, 204.26, 545.59, 726.07, 241.24, 0, 205.37
P32454, 397, 543, 0.3673, 0.000293, 78, False, periplasm; cytoplasm; mitochondrion, 2.732, , 77.35, 0, 535.63, 716.47, 147.11, 148.12, 103.77, 109.83, 1142.22, 354.32, 79.06, 390.63, 171.0, 489.54, 232.27, 478.67, 94.74, 59.14, 530.5, 200.06
P32454, 548, 949, 0.3673, 0.000293, 78, False, periplasm; cytoplasm; mitochondrion, 2.838, , 541.74, 56.28, 1532.5, 1897.63, 280.75, 681.73, 235.78, 280.63, 2697.09, 550.48, 80.62, 1239.87, 505.91, 797.13, 414.14, 1454.44, 484.21, 138.34, 0, 132.55
P32459, 3, 194, 0.5529, 0.239138, 90, nan, , 3.263, , 156.77, 47.15, 453.35, 1084.66, 208.68, 453.03, 125.79, 101.83, 883.99, 542.97, 79.79, 536.47, 375.04, 1001.66, 476.83, 452.1, 449.21, 440.35, 154.75, 0
P32460, 4, 112, 0.4472, 0.001031, 90, nan, , 3.062, , 123.75, 61.11, 934.08, 823.56, 267.88, 55.09, 0, 0, 1142.21, 163.8, 76.42, 124.34, 147.43, 422.94, 0, 432.21, 275.71, 241.45, 0, 0
P32460, 114, 226, 0.4472, 0.001031, 90, nan, , 3.044, , 109.11, 0, 365.16, 667.04, 93.33, 235.93, 93.75, 209.43, 990.75, 397.26, 0, 627.82, 190.83, 465.17, 382.03, 225.13, 185.43, 209.17, 113.08, 205.76
P32461, 37, 140, 0.2878, 1.5e-05, 54, False, cytoplasm, 3.116, , 374.27, 0, 454.73, 560.38, 128.14, 82.37, 472.15, 0, 462.95, 330.59, 77.74, 270.94, 298.91, 643.56, 171.03, 225.28, 0, 129.17, 106.55, 243.08
P32461, 149, 282, 0.2878, 1.5e-05, 54, False, cytoplasm, 3.014, , 291.02, 0, 837.23, 773.01, 192.24, 82.71, 439.99, 0, 442.74, 561.8, 0, 397.02, 498.78, 634.34, 151.99, 250.21, 701.54, 162.76, 0, 89.91
P32461, 290, 416, 0.2878, 1.5e-05, 54, False, cytoplasm, 2.54, , 105.36, 0, 416.18, 884.33, 162.83, 290.15, 0, 0, 862.38, 225.3, 0, 431.19, 0, 574.12, 702.06, 287.95, 365.18, 167.41, 103.12, 364.98
P32461, 431, 488, 0.2878, 1.5e-05, 54, False, cytoplasm, 3.448, , 331.4, 0, 651.11, 245.98, 0, 113.44, 251.12, 73.03, 380.41, 517.71, 0, 130.79, 0, 261.78, 1058.7, 460.06, 581.08, 288.28, 0, 232.75
P32463, 43, 120, 0.4455, 0.000902, 90, True, mitochondrion, 2.336, , 197.03, 0, 851.44, 733.48, 0, 62.13, 96.56, 0, 632.97, 124.43, 0, 469.63, 172.11, 534.64, 300.94, 337.18, 0, 160.05, 0, 0
P32464, 2, 352, 0.2068, 5e-06, 30, nan, , 2.627, , 268.08, 0, 1373.29, 1133.54, 625.27, 228.04, 274.27, 218.89, 3566.11, 456.79, 0, 755.14, 781.02, 1104.81, 1232.8, 953.31, 751.0, 240.84, 0, 253.14
P32469, 3, 114, 0.5841, 0.006779, 90, True, cytoplasm, 3.171, , 244.84, 0, 373.95, 843.0, 0, 106.2, 181.81, 119.38, 689.83, 250.72, 319.83, 145.02, 106.47, 106.98, 443.86, 324.05, 340.77, 243.19, 0, 230.68
P32469, 116, 282, 0.5841, 0.006779, 90, True, cytoplasm, 3.107, , 279.29, 0, 649.17, 1604.03, 0, 334.52, 96.86, 415.13, 840.94, 587.34, 123.27, 396.86, 230.32, 234.14, 678.9, 485.09, 203.23, 78.42, 136.47, 508.71
P32471, 10, 59, 0.3188, 0.020064, 66, True, , 3.825, , 481.28, 0, 313.68, 231.71, 325.42, 63.31, 98.88, 83.51, 522.62, 164.32, 0, 188.92, 71.19, 356.11, 152.95, 329.97, 368.2, 108.94, 135.69, 118.24
P32471, 121, 205, 0.3188, 0.020064, 66, True, , 2.994, , 302.53, 0, 822.5, 1133.34, 204.65, 146.29, 74.94, 238.59, 353.96, 175.62, 112.81, 126.85, 96.43, 428.93, 0, 80.91, 80.77, 0, 139.66, 0
P32473, 38, 223, 0.2047, 8.2e-05, 30, False, mitochondrion matrix, 3.258, , 208.86, 0, 591.51, 1021.54, 0, 628.7, 79.9, 135.57, 508.23, 338.77, 217.47, 68.19, 338.28, 408.18, 563.83, 368.39, 180.55, 207.88, 124.06, 580.89
P32473, 235, 363, 0.2047, 8.2e-05, 30, False, mitochondrion matrix, 3.034, , 190.22, 0, 567.83, 1234.47, 588.84, 68.6, 0, 84.11, 855.66, 100.86, 81.6, 0, 415.5, 174.93, 595.67, 247.68, 373.36, 68.28, 0, 429.02
P32474, 37, 141, 0.2962, 0.000428, 54, True, endoplasmic reticulum lumen, 2.835, , 218.59, 0, 207.16, 816.09, 0, 121.03, 121.2, 96.9, 695.74, 236.8, 96.0, 359.25, 214.48, 610.26, 509.79, 301.09, 254.47, 146.02, 163.52, 114.98
P32474, 143, 236, 0.2962, 0.000428, 54, True, endoplasmic reticulum lumen, 3.111, , 95.67, 0, 831.97, 1030.39, 0, 175.27, 0, 0, 213.18, 469.67, 0, 569.92, 127.29, 195.36, 0, 105.14, 403.33, 259.16, 0, 119.99
P32474, 241, 357, 0.2962, 0.000428, 54, True, endoplasmic reticulum lumen, 2.467, , 82.43, 0, 686.01, 1408.03, 100.05, 204.74, 144.35, 139.3, 600.44, 154.24, 212.26, 383.74, 519.3, 361.74, 667.05, 173.2, 302.68, 65.4, 0, 0
P32474, 379, 501, 0.2962, 0.000428, 54, True, endoplasmic reticulum lumen, 2.828, , 346.12, 0, 756.96, 691.57, 0, 133.87, 402.85, 305.54, 879.81, 242.95, 0, 459.72, 185.02, 159.78, 383.35, 193.61, 294.0, 69.16, 173.52, 0
P32477, 13, 471, 0.4057, 1.5e-05, 78, True, , 3.003, , 670.23, 0, 1888.95, 1698.81, 392.3, 451.97, 186.77, 274.99, 2763.31, 740.7, 211.96, 1477.4, 884.55, 280.48, 843.45, 588.05, 665.87, 323.17, 0, 950.21
P32477, 481, 670, 0.4057, 1.5e-05, 78, True, , 2.909, , 291.9, 46.89, 721.01, 928.31, 149.12, 145.21, 777.13, 265.07, 1625.82, 314.09, 234.91, 471.39, 222.56, 266.52, 275.97, 790.45, 468.74, 69.16, 174.96, 548.8
P32478, 27, 55, 0.1907, 0.000995, 18, nan, secreted; cell wall, 4.755, , 271.86, 0, 125.09, 0, 150.82, 186.0, 0, 304.77, 0, 181.42, 0, 0, 223.48, 140.55, 0, 274.19, 1102.03, 249.89, 0, 337.34
P32478, 306, 412, 0.1907, 0.000995, 18, nan, secreted; cell wall, 3.966, , 291.15, 188.86, 698.88, 279.89, 112.33, 543.47, 208.73, 312.04, 313.38, 184.33, 86.69, 171.1, 420.45, 170.84, 0, 515.12, 433.93, 102.44, 0, 224.52
P32479, 3, 405, 0.2736, 0.003167, 54, nan, nucleus; chromosome; centromere; chromosome, 2.769, , 222.14, 0, 1779.37, 2267.32, 470.75, 546.56, 695.45, 345.54, 2221.92, 634.37, 224.81, 1065.68, 1021.17, 953.51, 1762.72, 703.08, 665.76, 723.57, 0, 269.04
